transaction_id,sender,receiver,amount,timestamp,is_suspicious
102,user_131,user_25,750.52,2025-04-06 19:27:00,0
103,user_257,user_148,2000.22,2025-03-06 22:35:00,0
104,user_5,user_118,4522.96,2025-02-06 05:02:00,0
105,user_218,user_66,4994.51,2025-06-18 06:31:00,0
106,user_255,user_175,4936.2,2025-03-30 07:17:00,0
107,user_283,user_76,4409.56,2025-04-10 17:44:00,0
108,user_207,user_114,1979.35,2025-03-06 12:50:00,0
109,user_15,user_111,3436.01,2025-05-05 22:13:00,0
110,user_42,user_249,2088.8,2025-03-09 22:12:00,0
111,user_179,user_203,3246.15,2025-04-25 09:02:00,0
112,user_63,user_147,1554.07,2025-02-18 15:43:00,0
113,user_231,user_35,3034.95,2025-04-01 23:10:00,0
114,user_241,user_26,2623.55,2025-01-09 12:07:00,0
115,user_52,user_238,132.16,2025-01-13 05:23:00,0
116,user_96,user_14,3955.61,2025-03-12 21:39:00,0
117,user_222,user_45,69.37,2025-05-03 15:56:00,0
118,user_231,user_216,1472.85,2025-06-18 03:10:00,0
119,user_237,user_233,223.59,2025-01-01 08:47:00,1
120,user_143,user_193,1887.25,2025-05-11 06:33:00,0
121,user_171,user_51,325.17,2025-05-19 13:30:00,0
122,user_29,user_214,4568.42,2025-01-05 01:29:00,0
123,user_36,user_151,2084.24,2025-06-07 13:48:00,0
124,user_13,user_275,2302.88,2025-06-05 19:48:00,0
125,user_160,user_76,1755.75,2025-02-04 22:34:00,0
126,user_187,user_220,21216.64,2025-05-03 18:36:00,1
127,user_243,user_187,3924.2,2025-06-06 01:48:00,0
128,user_86,user_289,3244.25,2025-01-12 23:10:00,0
129,user_284,user_28,3743.55,2025-03-06 01:09:00,0
130,user_66,user_180,4530.81,2025-02-20 08:15:00,0
131,user_170,user_253,17820.19,2025-03-12 09:50:00,1
132,user_45,user_126,3373.55,2025-05-01 16:42:00,0
133,user_62,user_177,1081.04,2025-05-31 04:35:00,0
134,user_134,user_37,3192.14,2025-03-05 20:17:00,0
135,user_284,user_99,2535.35,2025-03-20 23:23:00,0
136,user_28,user_98,3588.92,2025-01-03 07:23:00,0
137,user_108,user_127,4166.33,2025-04-02 07:57:00,0
138,user_44,user_168,3716.18,2025-02-27 14:25:00,0
139,user_286,user_80,4234.34,2025-04-08 22:35:00,0
140,user_128,user_294,2821.48,2025-05-07 02:23:00,1
141,user_231,user_126,167.78,2025-06-26 08:50:00,0
142,user_190,user_150,1299.92,2025-03-25 21:21:00,0
143,user_225,user_16,4504.32,2025-06-26 17:52:00,0
144,user_283,user_28,4120.06,2025-04-12 17:49:00,0
145,user_121,user_173,32151.69,2025-04-13 17:27:00,1
146,user_116,user_46,3506.79,2025-02-26 21:47:00,0
147,user_233,user_236,3636.09,2025-06-26 17:51:00,0
148,user_259,user_214,4713.59,2025-04-09 13:19:00,0
149,user_198,user_85,4162.63,2025-04-04 06:28:00,0
150,user_137,user_282,3120.72,2025-02-12 23:37:00,0
151,user_165,user_232,3331.92,2025-06-27 00:16:00,0
152,user_225,user_85,1076.56,2025-03-24 09:16:00,0
153,user_234,user_65,3290.02,2025-01-10 08:47:00,0
154,user_172,user_134,2129.15,2025-02-23 17:44:00,0
155,user_152,user_151,773.28,2025-05-15 08:55:00,0
156,user_160,user_115,4033.95,2025-01-10 03:15:00,0
157,user_96,user_64,2556.13,2025-01-08 19:35:00,0
158,user_233,user_158,4887.35,2025-03-25 22:20:00,0
159,user_180,user_77,1415.58,2025-04-03 09:31:00,0
160,user_113,user_146,2408.54,2025-03-29 05:16:00,0
161,user_52,user_225,2245.5,2025-04-16 19:37:00,0
162,user_268,user_103,612.69,2025-02-21 18:23:00,0
163,user_295,user_88,2136.32,2025-01-25 08:54:00,0
164,user_113,user_168,1444.89,2025-04-26 09:30:00,0
165,user_101,user_170,810.0,2025-06-03 05:18:00,0
166,user_113,user_135,1417.96,2025-04-25 11:22:00,0
167,user_81,user_50,1173.93,2025-01-07 18:14:00,0
168,user_187,user_134,3673.03,2025-05-22 00:16:00,0
169,user_113,user_137,163.57,2025-01-28 12:05:00,0
170,user_2,user_245,3091.14,2025-02-24 02:52:00,0
171,user_130,user_109,3805.7,2025-05-10 15:31:00,0
172,user_220,user_287,2408.81,2025-03-28 04:29:00,0
173,user_54,user_21,4658.51,2025-01-20 08:41:00,0
174,user_224,user_90,3542.32,2025-05-16 01:13:00,0
175,user_225,user_296,3742.14,2025-04-23 16:09:00,0
176,user_126,user_112,992.7,2025-01-28 20:42:00,0
177,user_130,user_77,3888.7,2025-06-19 04:27:00,0
178,user_53,user_177,4162.15,2025-01-25 12:17:00,0
179,user_172,user_148,1812.72,2025-03-19 10:33:00,0
180,user_218,user_101,1074.68,2025-06-21 15:50:00,0
181,user_160,user_246,1931.4,2025-01-26 11:20:00,0
182,user_198,user_117,3700.64,2025-02-27 22:52:00,0
183,user_247,user_92,2094.02,2025-02-05 10:44:00,0
184,user_203,user_28,3685.89,2025-06-08 05:27:00,0
185,user_184,user_25,576.69,2025-05-02 15:16:00,0
186,user_123,user_58,4032.0,2025-04-25 18:21:00,0
187,user_255,user_297,6224.98,2025-04-11 09:42:00,1
188,user_294,user_134,1252.16,2025-03-04 20:22:00,0
189,user_280,user_249,2956.0,2025-01-16 09:12:00,0
190,user_98,user_38,359.89,2025-02-28 20:18:00,0
191,user_198,user_75,141.23,2025-04-20 09:17:00,0
192,user_240,user_142,1312.53,2025-05-25 06:40:00,0
193,user_144,user_168,2694.96,2025-05-21 10:25:00,0
194,user_97,user_259,4539.01,2025-04-02 20:27:00,0
195,user_201,user_225,4233.71,2025-03-14 14:13:00,0
196,user_124,user_152,2457.33,2025-05-13 15:41:00,0
197,user_187,user_19,194.89,2025-01-18 15:53:00,0
198,user_259,user_146,2680.91,2025-04-05 16:57:00,0
199,user_148,user_241,3526.93,2025-06-28 14:19:00,0
200,user_252,user_237,1702.43,2025-05-12 21:32:00,0
201,user_147,user_35,564.21,2025-05-23 03:25:00,0
202,user_148,user_190,1400.05,2025-02-03 18:48:00,0
203,user_199,user_1,3860.23,2025-05-15 20:02:00,0
204,user_128,user_153,1762.71,2025-06-08 07:53:00,0
205,user_39,user_126,4061.79,2025-01-30 05:53:00,0
206,user_129,user_226,1604.41,2025-06-21 06:02:00,0
207,user_267,user_221,826.14,2025-03-13 21:04:00,0
208,user_151,user_211,2184.88,2025-04-01 13:51:00,0
209,user_298,user_25,2266.85,2025-06-24 18:41:00,0
210,user_99,user_16,90.38,2025-05-01 15:14:00,0
211,user_263,user_182,594.05,2025-01-23 23:02:00,0
212,user_252,user_129,932.78,2025-02-19 17:53:00,0
213,user_144,user_42,576.8,2025-06-13 17:48:00,0
214,user_112,user_236,1714.22,2025-01-29 21:24:00,0
215,user_60,user_34,4823.47,2025-06-17 12:01:00,0
216,user_2,user_45,2551.02,2025-04-06 15:50:00,0
217,user_254,user_134,3141.5,2025-01-23 07:21:00,0
218,user_140,user_21,1788.37,2025-05-05 16:55:00,0
219,user_37,user_122,1624.2,2025-03-28 19:35:00,0
220,user_160,user_70,1215.26,2025-03-02 09:00:00,1
221,user_9,user_48,2506.66,2025-05-21 12:31:00,0
222,user_233,user_39,2423.21,2025-01-12 10:54:00,0
223,user_99,user_287,797.58,2025-06-15 09:11:00,0
224,user_147,user_10,21769.5,2025-05-02 16:57:00,1
225,user_208,user_30,2468.44,2025-04-08 17:50:00,0
226,user_131,user_244,1701.58,2025-04-28 03:44:00,0
227,user_152,user_274,743.08,2025-02-02 02:35:00,0
228,user_54,user_88,2765.28,2025-04-03 04:00:00,0
229,user_120,user_244,3766.56,2025-02-26 09:33:00,0
230,user_161,user_15,1417.18,2025-06-20 08:14:00,0
231,user_116,user_4,1101.78,2025-06-02 08:13:00,0
232,user_75,user_191,2614.46,2025-05-19 04:29:00,0
233,user_113,user_168,785.16,2025-01-12 10:49:00,0
234,user_104,user_9,3336.4,2025-02-23 16:01:00,0
235,user_254,user_109,3030.66,2025-04-06 01:30:00,0
236,user_227,user_137,444.54,2025-03-17 03:10:00,0
237,user_112,user_154,192.24,2025-03-28 12:53:00,0
238,user_99,user_209,3105.24,2025-04-25 01:01:00,0
239,user_153,user_272,1478.53,2025-04-20 23:44:00,0
240,user_194,user_143,441.36,2025-04-27 19:16:00,0
241,user_163,user_99,3799.55,2025-03-14 09:02:00,0
242,user_208,user_69,1577.08,2025-01-01 21:56:00,0
243,user_169,user_247,2303.4,2025-05-21 07:42:00,0
244,user_161,user_261,1191.7,2025-02-11 16:46:00,0
245,user_68,user_276,28948.52,2025-02-24 14:43:00,1
246,user_289,user_79,1514.43,2025-05-20 08:42:00,0
247,user_277,user_146,4840.42,2025-06-01 05:56:00,0
248,user_135,user_111,3517.71,2025-06-19 13:47:00,0
249,user_195,user_258,692.24,2025-03-09 17:04:00,0
250,user_128,user_93,2089.31,2025-03-22 06:34:00,0
251,user_33,user_13,1933.25,2025-02-14 11:22:00,0
252,user_176,user_260,2675.89,2025-06-14 13:57:00,0
253,user_22,user_109,4211.23,2025-06-21 03:02:00,0
254,user_238,user_189,2921.28,2025-03-31 02:15:00,0
255,user_158,user_95,317.17,2025-04-18 01:34:00,0
256,user_38,user_105,3280.52,2025-03-21 11:10:00,0
257,user_230,user_8,51.24,2025-06-15 07:10:00,0
258,user_51,user_67,3902.0,2025-03-29 08:22:00,0
259,user_264,user_191,3336.51,2025-04-24 05:09:00,0
260,user_283,user_256,1550.84,2025-04-10 23:04:00,0
261,user_27,user_9,1469.28,2025-02-04 18:54:00,0
262,user_226,user_117,3993.38,2025-02-03 03:19:00,0
263,user_277,user_267,3918.85,2025-05-23 07:57:00,0
264,user_286,user_99,1767.99,2025-03-26 02:23:00,0
265,user_97,user_298,1501.75,2025-03-31 11:06:00,0
266,user_284,user_164,2803.53,2025-04-15 16:45:00,0
267,user_147,user_141,51.74,2025-02-05 01:18:00,0
268,user_4,user_268,422.51,2025-06-09 04:35:00,0
269,user_35,user_37,639.59,2025-01-31 07:57:00,0
270,user_192,user_74,935.2,2025-05-13 16:44:00,0
271,user_49,user_73,2564.97,2025-04-09 11:52:00,0
272,user_17,user_199,4961.29,2025-01-09 01:04:00,0
273,user_172,user_130,3266.54,2025-01-02 11:06:00,0
274,user_220,user_246,315.88,2025-04-11 12:21:00,0
275,user_158,user_60,2632.64,2025-06-23 23:59:00,0
276,user_46,user_279,2488.26,2025-01-18 12:23:00,0
277,user_6,user_103,729.4,2025-05-14 03:38:00,0
278,user_99,user_296,4602.16,2025-01-25 19:06:00,0
279,user_233,user_151,2209.42,2025-05-19 06:11:00,0
280,user_37,user_157,4972.85,2025-05-14 18:57:00,0
281,user_280,user_206,2106.16,2025-04-21 02:34:00,0
282,user_181,user_179,3043.71,2025-02-11 22:09:00,0
283,user_95,user_197,532.77,2025-04-25 17:35:00,0
284,user_99,user_223,2276.6,2025-04-18 20:32:00,0
285,user_188,user_89,1201.44,2025-01-07 22:55:00,0
286,user_116,user_287,4179.47,2025-02-27 01:24:00,0
287,user_191,user_276,3921.76,2025-05-15 18:55:00,0
288,user_253,user_236,4122.66,2025-02-05 18:20:00,0
289,user_161,user_183,3620.81,2025-02-14 09:25:00,0
290,user_256,user_209,4165.09,2025-03-05 04:19:00,0
291,user_128,user_130,1012.14,2025-03-08 21:55:00,0
292,user_18,user_153,2265.7,2025-05-27 23:48:00,0
293,user_281,user_13,3462.32,2025-06-05 14:05:00,0
294,user_223,user_122,3190.59,2025-05-06 11:43:00,0
295,user_54,user_220,3584.61,2025-05-24 22:22:00,0
296,user_58,user_106,2460.12,2025-05-16 05:24:00,1
297,user_174,user_70,501.19,2025-05-07 11:59:00,0
298,user_280,user_195,4584.86,2025-05-27 10:21:00,0
299,user_114,user_186,2805.26,2025-02-08 03:09:00,0
300,user_288,user_99,777.59,2025-01-09 00:45:00,0
301,user_151,user_82,3969.25,2025-01-20 03:57:00,0
302,user_127,user_75,4575.5,2025-06-05 19:36:00,0
303,user_155,user_192,856.12,2025-02-15 13:43:00,0
304,user_273,user_214,4088.89,2025-04-08 13:44:00,0
305,user_104,user_144,4666.79,2025-02-21 14:20:00,0
306,user_299,user_216,4692.42,2025-06-26 22:05:00,0
307,user_246,user_15,4571.64,2025-05-17 15:46:00,0
308,user_176,user_217,2736.64,2025-03-05 18:37:00,0
309,user_39,user_35,1787.49,2025-02-04 05:54:00,0
310,user_170,user_183,46.29,2025-06-11 02:56:00,0
311,user_247,user_270,313.95,2025-01-30 03:25:00,0
312,user_26,user_100,2149.91,2025-03-09 16:09:00,0
313,user_13,user_7,2002.64,2025-05-30 13:00:00,0
314,user_36,user_30,931.72,2025-02-17 04:37:00,0
315,user_173,user_144,1983.45,2025-05-02 09:07:00,0
316,user_20,user_111,881.5,2025-05-09 03:22:00,0
317,user_264,user_232,13233.53,2025-05-31 18:54:00,1
318,user_142,user_179,1497.99,2025-05-15 00:14:00,0
319,user_143,user_72,2996.84,2025-01-20 15:57:00,0
320,user_92,user_210,2519.19,2025-03-24 18:31:00,0
321,user_288,user_220,268.89,2025-02-16 08:33:00,0
322,user_215,user_80,4711.75,2025-01-25 11:22:00,0
323,user_51,user_83,2640.86,2025-04-02 16:01:00,0
324,user_153,user_42,1632.04,2025-03-15 19:02:00,0
325,user_186,user_273,799.05,2025-06-26 13:48:00,0
326,user_63,user_191,1699.25,2025-03-11 07:26:00,0
327,user_190,user_173,112.35,2025-03-10 13:24:00,0
328,user_125,user_7,1824.16,2025-01-10 10:20:00,0
329,user_150,user_155,2662.11,2025-06-20 06:56:00,0
330,user_58,user_10,4360.61,2025-03-14 07:34:00,0
331,user_180,user_34,3440.0,2025-03-08 15:27:00,0
332,user_170,user_36,566.8,2025-01-15 09:42:00,0
333,user_271,user_6,747.25,2025-01-13 09:13:00,0
334,user_54,user_215,2146.34,2025-03-08 23:01:00,0
335,user_101,user_134,986.58,2025-02-19 13:07:00,0
336,user_264,user_285,148.97,2025-02-21 11:55:00,0
337,user_53,user_126,4027.02,2025-03-04 08:31:00,0
338,user_60,user_174,107.42,2025-06-03 21:00:00,0
339,user_108,user_152,4155.14,2025-04-11 09:59:00,0
340,user_5,user_26,729.08,2025-05-12 09:31:00,0
341,user_103,user_115,4873.65,2025-03-21 12:47:00,0
342,user_196,user_284,3023.33,2025-06-09 08:42:00,0
343,user_262,user_75,3677.57,2025-05-20 08:17:00,0
344,user_47,user_166,561.31,2025-01-29 12:17:00,0
345,user_144,user_189,4311.9,2025-05-18 20:31:00,0
346,user_269,user_78,4197.57,2025-06-25 23:29:00,0
347,user_124,user_90,3268.43,2025-06-23 03:30:00,0
348,user_106,user_176,2516.35,2025-01-31 17:41:00,0
349,user_158,user_21,3610.23,2025-05-21 06:24:00,0
350,user_147,user_54,39.58,2025-04-02 01:14:00,0
351,user_145,user_184,2966.28,2025-01-16 19:29:00,0
352,user_120,user_222,4238.56,2025-05-18 15:05:00,0
353,user_275,user_179,1790.93,2025-05-26 03:10:00,0
354,user_92,user_276,550.36,2025-01-16 14:09:00,0
355,user_58,user_112,2110.18,2025-04-28 20:45:00,0
356,user_229,user_224,3638.25,2025-04-22 01:31:00,0
357,user_117,user_214,545.43,2025-04-07 23:28:00,0
358,user_279,user_59,1038.18,2025-05-03 21:06:00,0
359,user_127,user_109,746.28,2025-05-25 15:11:00,0
360,user_129,user_157,3986.77,2025-01-26 05:45:00,0
361,user_58,user_191,323.83,2025-03-23 21:26:00,0
362,user_122,user_200,3436.07,2025-06-20 11:58:00,0
363,user_1,user_196,1838.62,2025-05-21 04:12:00,0
364,user_239,user_35,3781.4,2025-03-28 12:16:00,0
365,user_290,user_246,4822.27,2025-06-10 18:30:00,0
366,user_96,user_237,581.58,2025-02-18 05:08:00,0
367,user_126,user_104,1578.78,2025-06-05 08:40:00,0
368,user_118,user_7,4052.53,2025-01-04 00:01:00,0
369,user_48,user_283,1338.13,2025-01-05 00:16:00,0
370,user_89,user_1,1083.45,2025-06-16 15:20:00,0
371,user_237,user_219,4128.64,2025-01-12 04:39:00,0
372,user_272,user_230,4935.54,2025-04-23 06:01:00,0
373,user_189,user_172,2788.83,2025-06-29 13:25:00,0
374,user_192,user_87,1397.46,2025-04-01 07:58:00,0
375,user_69,user_41,1998.84,2025-04-28 19:48:00,0
376,user_278,user_123,858.95,2025-02-06 18:47:00,0
377,user_247,user_298,3811.82,2025-04-24 23:35:00,0
378,user_76,user_178,3869.64,2025-06-09 13:49:00,0
379,user_154,user_63,4376.85,2025-04-17 12:52:00,0
380,user_144,user_165,142.75,2025-02-22 14:03:00,0
381,user_86,user_187,2814.29,2025-05-10 12:22:00,0
382,user_185,user_209,1079.13,2025-03-20 05:00:00,0
383,user_285,user_227,1711.01,2025-04-06 15:40:00,0
384,user_220,user_48,3926.93,2025-02-26 04:00:00,0
385,user_69,user_224,968.25,2025-01-06 16:35:00,0
386,user_47,user_3,3195.33,2025-05-29 00:49:00,0
387,user_94,user_175,3276.29,2025-06-26 20:57:00,0
388,user_238,user_99,4770.93,2025-03-13 06:58:00,0
389,user_204,user_116,3878.05,2025-02-10 06:35:00,0
390,user_218,user_270,4020.14,2025-04-01 08:32:00,0
391,user_39,user_253,2662.69,2025-06-02 00:26:00,0
392,user_100,user_95,7573.26,2025-01-27 13:30:00,1
393,user_289,user_273,2133.56,2025-06-29 01:21:00,0
394,user_254,user_24,2751.95,2025-04-13 04:28:00,0
395,user_222,user_116,13115.53,2025-01-11 16:16:00,1
396,user_23,user_151,3042.47,2025-06-11 13:27:00,0
397,user_250,user_50,1975.95,2025-05-10 19:11:00,0
398,user_10,user_206,1333.91,2025-02-14 22:43:00,0
399,user_246,user_79,849.47,2025-01-31 04:02:00,0
400,user_100,user_70,3472.29,2025-01-04 17:52:00,0
401,user_290,user_27,3230.54,2025-06-20 20:49:00,0
402,user_180,user_271,3439.99,2025-06-26 21:54:00,0
403,user_223,user_50,1868.91,2025-04-20 20:18:00,0
404,user_250,user_292,1319.42,2025-05-27 11:17:00,0
405,user_147,user_247,3801.01,2025-01-18 05:29:00,0
406,user_96,user_264,3870.5,2025-03-21 22:15:00,0
407,user_257,user_79,2283.53,2025-04-02 12:05:00,0
408,user_4,user_190,3063.4,2025-03-11 01:53:00,0
409,user_16,user_47,1873.86,2025-03-07 19:29:00,0
410,user_280,user_189,3512.72,2025-05-13 13:33:00,0
411,user_247,user_256,4180.25,2025-05-23 12:31:00,0
412,user_258,user_222,3444.28,2025-06-14 16:38:00,0
413,user_160,user_241,2567.79,2025-06-18 21:52:00,0
414,user_152,user_269,2298.7,2025-06-28 02:56:00,0
415,user_178,user_1,3215.18,2025-02-21 21:10:00,0
416,user_163,user_34,3402.26,2025-01-08 21:12:00,0
417,user_33,user_79,2798.06,2025-05-08 06:28:00,0
418,user_179,user_236,3128.46,2025-05-21 08:58:00,0
419,user_101,user_98,491.98,2025-04-05 11:44:00,0
420,user_268,user_82,4759.31,2025-02-06 20:36:00,0
421,user_65,user_192,3955.96,2025-01-17 05:14:00,0
422,user_168,user_253,1875.9,2025-04-04 07:44:00,0
423,user_43,user_38,2818.43,2025-02-01 19:53:00,0
424,user_44,user_14,246.15,2025-01-03 23:58:00,0
425,user_285,user_209,1509.32,2025-03-20 00:43:00,1
426,user_12,user_89,1261.48,2025-03-11 10:32:00,0
427,user_95,user_56,3451.61,2025-02-15 20:03:00,0
428,user_253,user_94,4262.22,2025-04-20 21:44:00,0
429,user_242,user_93,2800.34,2025-03-16 21:21:00,0
430,user_35,user_85,2665.34,2025-03-11 22:46:00,0
431,user_215,user_245,2017.52,2025-03-03 22:39:00,0
432,user_90,user_22,816.37,2025-06-08 05:34:00,0
433,user_264,user_291,600.59,2025-03-24 18:35:00,0
434,user_93,user_272,3805.79,2025-06-19 10:20:00,0
435,user_90,user_122,4638.24,2025-04-28 01:21:00,0
436,user_115,user_128,2296.83,2025-06-24 09:31:00,0
437,user_105,user_113,19926.35,2025-03-16 15:47:00,1
438,user_196,user_273,4573.14,2025-04-30 00:21:00,0
439,user_114,user_130,459.67,2025-03-17 02:53:00,0
440,user_75,user_132,3854.7,2025-01-20 15:13:00,0
441,user_217,user_85,3087.92,2025-05-05 01:05:00,0
442,user_277,user_81,2997.2,2025-01-21 11:13:00,0
443,user_249,user_69,1469.78,2025-02-12 15:30:00,0
444,user_164,user_148,30321.86,2025-06-27 16:04:00,1
445,user_192,user_16,3976.04,2025-03-31 06:16:00,0
446,user_227,user_105,573.16,2025-04-11 12:31:00,0
447,user_177,user_165,2672.27,2025-03-06 13:41:00,0
448,user_99,user_201,515.31,2025-02-01 11:10:00,0
449,user_36,user_197,4364.14,2025-02-27 22:06:00,0
450,user_96,user_185,2543.11,2025-05-14 03:55:00,0
451,user_152,user_265,4041.75,2025-03-20 07:25:00,0
452,user_151,user_100,1846.75,2025-01-19 01:12:00,0
453,user_190,user_214,634.14,2025-01-21 10:33:00,0
454,user_224,user_278,217.08,2025-05-25 04:46:00,0
455,user_37,user_162,1414.73,2025-01-19 00:13:00,0
456,user_268,user_157,1228.73,2025-05-03 06:52:00,0
457,user_183,user_251,2806.16,2025-04-22 07:48:00,0
458,user_13,user_97,118.48,2025-05-12 19:27:00,0
459,user_279,user_18,2607.65,2025-04-08 19:22:00,0
460,user_217,user_97,1964.94,2025-02-18 02:45:00,0
461,user_286,user_1,2889.84,2025-03-18 11:21:00,0
462,user_273,user_216,3515.06,2025-03-27 05:47:00,0
463,user_62,user_132,3174.12,2025-04-26 12:23:00,0
464,user_84,user_260,4923.38,2025-05-22 23:43:00,0
465,user_217,user_125,699.94,2025-03-19 13:22:00,0
466,user_187,user_82,2154.39,2025-06-17 03:45:00,0
467,user_19,user_283,2129.91,2025-01-17 06:39:00,0
