sender,amount,category,timestamp,device,location,label,receiver
user_3,341.74,groceries,2025-08-27 19:00:53.862030,device_35,TX,0,user_79
user_197,322.28,groceries,2025-08-28 08:15:53.862039,device_28,CA,0,user_45
user_117,6.61,mobile_recharge,2025-08-28 09:17:53.862049,device_33,CA,0,user_165
user_130,456.75,mobile_recharge,2025-08-28 08:05:53.862058,device_41,IN,0,user_25
user_156,103.46,gambling,2025-08-28 12:46:53.862067,device_35,IN,0,user_27
user_1,301.48,travel,2025-08-28 17:37:53.862076,device_8,TX,0,user_101
user_79,123.53,electronics,2025-08-27 22:55:53.862086,device_6,NY,0,user_66
user_188,245.57,groceries,2025-08-28 00:06:53.862095,device_50,CA,0,user_36
user_33,331.58,luxury,2025-08-28 12:38:53.862104,device_17,IN,0,user_69
user_156,214.45,electronics,2025-08-27 23:52:53.862113,device_49,SG,0,user_129
user_177,104.57,gambling,2025-08-28 04:39:53.862122,device_43,SG,0,user_49
user_96,221.86,luxury,2025-08-28 02:52:53.862130,device_8,CA,0,user_194
user_58,36.69,groceries,2025-08-27 22:12:53.862138,device_36,CA,0,user_5
user_151,114.01,groceries,2025-08-27 20:44:53.862147,device_4,CA,0,user_148
user_18,453.18,gambling,2025-08-28 15:51:53.862156,device_33,CA,0,user_96
user_72,336.14,electronics,2025-08-27 23:52:53.862165,device_9,SG,0,user_156
user_147,290.22,electronics,2025-08-28 02:08:53.862173,device_27,CA,0,user_196
user_25,52.98,travel,2025-08-28 06:11:53.862183,device_28,UK,0,user_183
user_120,432.6,groceries,2025-08-27 19:17:53.862194,device_42,SG,0,user_18
user_26,35.0,mobile_recharge,2025-08-28 06:42:53.862203,device_7,CA,0,user_42
user_50,99.15,travel,2025-08-28 13:29:53.862212,device_28,CA,0,user_136
user_72,234.0,groceries,2025-08-28 03:09:53.862221,device_36,NY,0,user_50
user_13,327.81,luxury,2025-08-28 17:46:53.862230,device_6,CA,0,user_183
user_43,206.17,travel,2025-08-28 10:59:53.862239,device_26,NY,0,user_107
user_43,192.59,travel,2025-08-28 09:13:53.862248,device_30,TX,0,user_120
user_109,349.81,mobile_recharge,2025-08-27 23:18:53.862257,device_43,SG,0,user_129
user_125,81.62,gambling,2025-08-28 10:51:53.862266,device_4,IN,0,user_37
user_189,273.39,mobile_recharge,2025-08-28 07:34:53.862276,device_4,NY,0,user_12
user_150,241.01,luxury,2025-08-28 12:54:53.862286,device_4,IN,0,user_64
user_21,426.41,groceries,2025-08-27 21:58:53.862296,device_5,SG,0,user_29
user_61,204.87,luxury,2025-08-28 09:52:53.862305,device_38,IN,0,user_158
user_11,311.59,travel,2025-08-27 19:50:53.862314,device_38,IN,0,user_139
user_134,161.6,gambling,2025-08-28 11:18:53.862323,device_43,SG,0,user_45
user_81,123.15,travel,2025-08-28 13:48:53.862332,device_43,SG,0,user_162
user_77,231.33,groceries,2025-08-28 17:57:53.862342,device_30,IN,0,user_80
user_145,498.07,groceries,2025-08-27 23:55:53.862350,device_14,IN,0,user_162
user_68,70.57,gambling,2025-08-28 15:56:53.862360,device_16,TX,0,user_41
user_73,83.08,luxury,2025-08-27 18:16:53.862370,device_20,IN,0,user_12
user_168,266.83,mobile_recharge,2025-08-27 23:21:53.862379,device_20,SG,0,user_196
user_27,469.77,electronics,2025-08-28 09:15:53.862388,device_8,NY,0,user_54
user_191,278.85,gambling,2025-08-28 08:39:53.862397,device_39,CA,0,user_67
user_184,174.73,mobile_recharge,2025-08-27 20:38:53.862406,device_17,IN,0,user_100
user_126,129.31,groceries,2025-08-28 15:07:53.862416,device_41,UK,0,user_105
user_71,26.82,gambling,2025-08-28 13:49:53.862427,device_41,TX,0,user_72
user_42,371.91,luxury,2025-08-28 03:41:53.862436,device_36,NY,0,user_132
user_29,42.25,mobile_recharge,2025-08-28 13:11:53.862445,device_35,NY,0,user_66
user_95,293.34,electronics,2025-08-28 03:36:53.862454,device_9,NY,0,user_65
user_79,185.5,groceries,2025-08-28 06:04:53.862463,device_14,SG,0,user_62
user_64,335.13,gambling,2025-08-27 23:10:53.862473,device_27,IN,0,user_45
user_192,81.5,electronics,2025-08-28 12:44:53.862482,device_12,UK,0,user_178
user_7,93.78,gambling,2025-08-28 04:13:53.862492,device_43,SG,0,user_127
user_64,137.07,mobile_recharge,2025-08-28 14:35:53.862501,device_25,NY,0,user_173
user_121,115.1,travel,2025-08-28 06:20:53.862510,device_20,CA,0,user_159
user_58,16.71,electronics,2025-08-28 04:40:53.862518,device_22,TX,0,user_29
user_18,483.61,gambling,2025-08-28 06:17:53.862530,device_42,IN,0,user_77
user_103,341.36,luxury,2025-08-28 06:58:53.862538,device_2,NY,0,user_40
user_67,93.39,gambling,2025-08-28 16:58:53.862547,device_7,IN,0,user_24
user_112,176.12,gambling,2025-08-28 03:23:53.862556,device_39,IN,0,user_76
user_30,195.67,luxury,2025-08-28 11:47:53.862568,device_17,NY,0,user_186
user_182,220.85,luxury,2025-08-27 23:54:53.862577,device_44,SG,0,user_155
user_190,369.83,electronics,2025-08-28 05:51:53.862585,device_28,NY,0,user_128
user_171,460.78,luxury,2025-08-28 07:34:53.862595,device_43,NY,0,user_88
user_185,450.52,luxury,2025-08-28 07:43:53.862604,device_43,UK,0,user_64
user_84,204.19,gambling,2025-08-27 23:21:53.862612,device_9,CA,0,user_118
user_108,334.14,travel,2025-08-27 19:09:53.862621,device_48,CA,0,user_79
user_158,286.71,travel,2025-08-27 23:34:53.862631,device_1,TX,0,user_165
user_74,109.04,luxury,2025-08-27 21:34:53.862641,device_42,TX,0,user_150
user_120,223.68,mobile_recharge,2025-08-28 10:59:53.862650,device_33,UK,0,user_131
user_189,89.0,groceries,2025-08-28 08:35:53.862660,device_33,SG,0,user_71
user_163,311.53,groceries,2025-08-28 10:15:53.862668,device_44,TX,0,user_1
user_58,404.25,electronics,2025-08-28 17:26:53.862678,device_3,CA,0,user_160
user_122,307.58,groceries,2025-08-28 02:44:53.862688,device_27,SG,0,user_14
user_148,101.25,mobile_recharge,2025-08-28 05:10:53.862697,device_32,UK,0,user_116
user_63,78.05,mobile_recharge,2025-08-28 18:05:53.862706,device_49,NY,0,user_93
user_200,215.45,electronics,2025-08-27 18:31:53.862716,device_34,UK,0,user_198
user_13,280.92,groceries,2025-08-28 02:42:53.862725,device_9,UK,0,user_28
user_171,267.91,luxury,2025-08-27 21:57:53.862734,device_21,UK,0,user_165
user_157,408.43,luxury,2025-08-28 03:43:53.862744,device_36,UK,0,user_87
user_41,373.11,travel,2025-08-28 02:55:53.862754,device_17,CA,0,user_154
user_164,142.27,luxury,2025-08-28 01:44:53.862764,device_41,CA,0,user_123
user_71,222.74,mobile_recharge,2025-08-28 08:31:53.862774,device_16,TX,0,user_97
user_86,163.26,luxury,2025-08-28 15:31:53.862783,device_9,CA,0,user_170
user_60,194.6,electronics,2025-08-28 10:58:53.862792,device_5,UK,0,user_151
user_105,168.79,travel,2025-08-28 04:05:53.862801,device_4,CA,0,user_152
user_108,197.79,luxury,2025-08-27 18:32:53.862810,device_2,IN,0,user_130
user_98,241.1,gambling,2025-08-28 08:05:53.862819,device_49,UK,0,user_56
user_108,271.42,mobile_recharge,2025-08-27 23:38:53.862830,device_39,CA,0,user_15
user_125,113.61,travel,2025-08-28 01:42:53.862839,device_2,UK,0,user_115
user_87,336.09,travel,2025-08-28 12:38:53.862849,device_30,CA,0,user_119
user_160,269.39,travel,2025-08-27 22:04:53.862862,device_37,SG,0,user_89
user_7,46.55,travel,2025-08-28 13:39:53.862871,device_30,CA,0,user_118
user_13,133.78,gambling,2025-08-28 11:03:53.862880,device_30,TX,0,user_42
user_87,381.81,travel,2025-08-28 08:47:53.862889,device_49,UK,0,user_173
user_65,418.28,travel,2025-08-28 17:37:53.862898,device_48,IN,0,user_84
user_14,499.95,gambling,2025-08-28 10:37:53.862906,device_42,NY,0,user_110
user_200,478.86,groceries,2025-08-28 17:13:53.862915,device_16,CA,0,user_158
user_6,312.56,electronics,2025-08-28 13:58:53.862924,device_31,SG,0,user_190
user_30,284.16,electronics,2025-08-28 02:24:53.862935,device_45,TX,0,user_72
user_197,187.6,luxury,2025-08-27 21:33:53.862951,device_48,SG,0,user_60
user_30,390.01,electronics,2025-08-28 07:39:53.862960,device_7,IN,0,user_113
user_7,464.8,luxury,2025-08-27 19:09:53.862968,device_25,UK,0,user_45
user_184,103.17,luxury,2025-08-27 18:42:53.862977,device_41,CA,0,user_167
user_27,350.11,gambling,2025-08-27 18:55:53.862985,device_39,NY,0,user_184
user_145,392.4,gambling,2025-08-28 00:05:53.862994,device_28,SG,0,user_79
user_95,39.13,mobile_recharge,2025-08-28 06:38:53.863002,device_1,UK,0,user_161
user_126,57.24,gambling,2025-08-27 20:35:53.863011,device_30,SG,0,user_60
user_40,220.57,mobile_recharge,2025-08-28 00:28:53.863021,device_42,TX,0,user_103
user_158,405.06,luxury,2025-08-28 01:46:53.863029,device_30,UK,0,user_86
user_188,298.27,gambling,2025-08-28 09:54:53.863037,device_6,TX,0,user_136
user_116,125.71,travel,2025-08-27 22:49:53.863046,device_40,SG,0,user_156
user_98,171.52,travel,2025-08-28 07:11:53.863054,device_12,UK,0,user_101
user_55,180.64,gambling,2025-08-28 06:39:53.863064,device_18,IN,0,user_187
user_180,440.65,luxury,2025-08-28 17:56:53.863073,device_34,CA,0,user_79
user_22,124.47,travel,2025-08-28 01:36:53.863082,device_36,CA,0,user_92
user_177,240.67,mobile_recharge,2025-08-28 01:31:53.863091,device_29,NY,0,user_43
user_24,150.65,travel,2025-08-27 18:40:53.863099,device_16,TX,0,user_29
user_170,292.87,travel,2025-08-27 23:23:53.863108,device_34,TX,0,user_124
user_109,498.33,luxury,2025-08-28 06:59:53.863117,device_23,SG,0,user_160
user_117,139.1,gambling,2025-08-28 10:24:53.863126,device_8,SG,0,user_54
user_50,161.2,mobile_recharge,2025-08-27 23:59:53.863140,device_49,SG,0,user_73
user_48,99.81,mobile_recharge,2025-08-28 01:45:53.863149,device_18,SG,0,user_69
user_151,488.42,luxury,2025-08-27 21:54:53.863160,device_19,NY,0,user_167
user_50,151.64,gambling,2025-08-28 12:09:53.863169,device_20,NY,0,user_88
user_182,269.4,gambling,2025-08-28 16:43:53.863178,device_4,IN,0,user_177
user_75,350.22,electronics,2025-08-27 20:30:53.863188,device_49,UK,0,user_160
user_27,437.0,luxury,2025-08-28 08:34:53.863196,device_31,UK,0,user_94
user_113,173.65,groceries,2025-08-28 09:39:53.863206,device_31,NY,0,user_92
user_17,203.35,groceries,2025-08-27 22:35:53.863215,device_41,SG,0,user_111
user_14,80.1,luxury,2025-08-28 07:54:53.863223,device_6,CA,0,user_35
user_31,281.25,travel,2025-08-27 21:35:53.863232,device_39,IN,0,user_19
user_58,388.97,travel,2025-08-28 02:54:53.863240,device_29,TX,0,user_119
user_151,495.07,gambling,2025-08-27 22:52:53.863249,device_40,NY,0,user_161
user_157,480.25,groceries,2025-08-28 11:11:53.863258,device_41,CA,0,user_53
user_68,331.91,electronics,2025-08-28 10:05:53.863266,device_12,IN,0,user_198
user_20,82.48,travel,2025-08-28 02:54:53.863276,device_45,IN,0,user_10
user_121,149.17,electronics,2025-08-28 08:26:53.863285,device_46,TX,0,user_51
user_180,430.51,groceries,2025-08-27 18:49:53.863294,device_15,TX,0,user_154
user_161,296.95,electronics,2025-08-28 03:46:53.863303,device_8,IN,0,user_39
user_58,325.58,gambling,2025-08-28 13:25:53.863312,device_5,NY,0,user_115
user_43,397.35,luxury,2025-08-27 22:51:53.863321,device_19,UK,0,user_186
user_32,237.01,gambling,2025-08-27 18:23:53.863330,device_26,TX,0,user_167
user_129,272.29,travel,2025-08-28 15:32:53.863338,device_39,NY,0,user_156
user_111,368.59,luxury,2025-08-28 09:44:53.863347,device_2,NY,0,user_120
user_59,481.15,luxury,2025-08-27 22:14:53.863356,device_2,SG,0,user_95
user_69,290.24,electronics,2025-08-28 02:13:53.863365,device_34,SG,0,user_51
user_114,458.46,electronics,2025-08-27 22:18:53.863374,device_28,SG,0,user_157
user_126,484.68,travel,2025-08-28 06:24:53.863384,device_27,TX,0,user_94
user_83,336.72,electronics,2025-08-28 07:01:53.863393,device_27,SG,0,user_171
user_127,147.67,travel,2025-08-27 23:30:53.863402,device_3,UK,0,user_24
user_23,160.69,gambling,2025-08-28 14:19:53.863411,device_50,UK,0,user_34
user_132,413.34,groceries,2025-08-27 19:50:53.863421,device_35,UK,0,user_70
user_106,31.83,luxury,2025-08-28 05:56:53.863430,device_40,UK,0,user_122
user_161,223.81,groceries,2025-08-28 11:20:53.863439,device_18,IN,0,user_171
user_34,464.2,travel,2025-08-27 18:26:53.863446,device_32,NY,0,user_83
user_8,486.71,luxury,2025-08-28 10:06:53.863454,device_46,CA,0,user_82
user_80,277.67,luxury,2025-08-28 04:21:53.863462,device_6,CA,0,user_38
user_30,233.42,groceries,2025-08-27 20:10:53.863469,device_10,UK,0,user_200
user_184,149.47,mobile_recharge,2025-08-28 08:57:53.863478,device_27,UK,0,user_27
user_121,125.65,luxury,2025-08-28 13:20:53.863485,device_25,CA,0,user_194
user_154,256.58,electronics,2025-08-28 15:54:53.863493,device_18,UK,0,user_95
user_88,467.45,luxury,2025-08-28 09:09:53.863502,device_1,TX,0,user_138
user_186,152.79,luxury,2025-08-27 22:29:53.863510,device_43,UK,0,user_132
user_39,226.04,travel,2025-08-28 06:30:53.863518,device_22,IN,0,user_141
user_196,274.0,travel,2025-08-28 07:17:53.863526,device_13,SG,0,user_106
user_62,288.04,electronics,2025-08-28 04:15:53.863535,device_3,TX,0,user_200
user_191,239.12,travel,2025-08-28 05:06:53.863543,device_43,SG,0,user_179
user_39,250.19,groceries,2025-08-28 13:58:53.863551,device_33,IN,0,user_103
user_85,435.5,travel,2025-08-28 14:52:53.863559,device_34,UK,0,user_34
user_4,362.61,travel,2025-08-27 19:56:53.863567,device_10,NY,0,user_126
user_121,391.86,gambling,2025-08-28 06:43:53.863575,device_40,SG,0,user_147
user_102,326.67,gambling,2025-08-27 19:15:53.863583,device_35,UK,0,user_193
user_82,315.27,travel,2025-08-27 23:48:53.863591,device_3,IN,0,user_105
user_18,121.21,mobile_recharge,2025-08-28 08:28:53.863599,device_15,SG,0,user_15
user_24,219.82,groceries,2025-08-27 20:39:53.863607,device_46,NY,0,user_126
user_114,87.35,gambling,2025-08-28 17:17:53.863614,device_3,TX,0,user_194
user_15,150.22,gambling,2025-08-28 03:34:53.863623,device_10,CA,0,user_78
user_136,208.97,mobile_recharge,2025-08-28 12:08:53.863632,device_11,CA,0,user_166
user_21,306.7,travel,2025-08-27 21:07:53.863640,device_44,CA,0,user_162
user_128,456.85,electronics,2025-08-28 10:21:53.863649,device_30,SG,0,user_191
user_66,232.49,mobile_recharge,2025-08-28 17:57:53.863656,device_30,TX,0,user_96
user_174,275.57,groceries,2025-08-28 03:12:53.863664,device_23,IN,0,user_22
user_77,321.27,travel,2025-08-27 18:43:53.863672,device_17,UK,0,user_10
user_78,103.61,travel,2025-08-28 01:47:53.863680,device_7,CA,0,user_174
user_98,288.1,luxury,2025-08-28 08:11:53.863688,device_45,TX,0,user_75
user_6,489.08,mobile_recharge,2025-08-28 04:46:53.863695,device_18,NY,0,user_39
user_145,433.21,mobile_recharge,2025-08-28 16:36:53.863703,device_39,SG,0,user_139
user_128,417.26,gambling,2025-08-28 10:25:53.863712,device_39,TX,0,user_125
user_57,320.13,luxury,2025-08-28 09:43:53.863720,device_44,SG,0,user_169
user_197,331.29,electronics,2025-08-27 20:50:53.863728,device_7,SG,0,user_139
user_166,24.51,travel,2025-08-28 17:08:53.863736,device_38,TX,0,user_137
user_188,70.05,gambling,2025-08-28 07:07:53.863744,device_48,UK,0,user_50
user_45,104.39,luxury,2025-08-28 05:47:53.863752,device_34,IN,0,user_162
user_70,416.08,gambling,2025-08-28 01:50:53.863760,device_19,SG,0,user_80
user_87,403.1,travel,2025-08-28 15:42:53.863768,device_10,CA,0,user_95
user_174,363.49,travel,2025-08-27 23:15:53.863776,device_24,NY,0,user_79
user_102,11.89,luxury,2025-08-28 14:03:53.863785,device_30,TX,0,user_45
user_173,375.76,gambling,2025-08-27 22:19:53.863792,device_25,SG,0,user_129
user_96,58.63,electronics,2025-08-28 02:11:53.863801,new_device,Russia,1,user_2
user_144,167.36,luxury,2025-08-28 10:43:53.863809,device_42,NY,0,user_35
user_163,412.81,mobile_recharge,2025-08-28 07:58:53.863817,device_42,UK,0,user_53
user_30,74.19,groceries,2025-08-28 07:53:53.863825,device_32,NY,0,user_191
user_25,121.23,luxury,2025-08-28 13:39:53.863833,device_25,UK,0,user_110
user_95,336.89,mobile_recharge,2025-08-27 18:30:53.863841,device_35,UK,0,user_148
user_151,372.42,electronics,2025-08-28 04:07:53.863849,device_42,NY,0,user_25
user_126,309.75,gambling,2025-08-28 17:09:53.863857,device_45,TX,0,user_172
user_56,224.47,electronics,2025-08-28 05:54:53.863865,device_7,SG,0,user_197
user_95,274.51,mobile_recharge,2025-08-28 06:02:53.863874,device_4,UK,0,user_14
user_71,98.96,groceries,2025-08-28 02:45:53.863882,device_6,SG,0,user_2
user_55,322.64,luxury,2025-08-28 17:33:53.863890,device_4,TX,0,user_113
user_63,494.47,luxury,2025-08-28 11:16:53.863898,device_5,IN,0,user_139
user_54,295.26,electronics,2025-08-28 07:04:53.863907,device_50,CA,0,user_162
user_153,6.4,electronics,2025-08-28 13:50:53.863915,device_35,TX,0,user_157
user_45,59.41,groceries,2025-08-28 13:47:53.863924,device_1,TX,0,user_152
user_61,296.48,groceries,2025-08-28 12:20:53.863932,device_17,NY,0,user_125
user_33,372.15,luxury,2025-08-28 14:24:53.863939,device_48,NY,0,user_95
user_122,226.9,gambling,2025-08-28 00:45:53.863947,device_38,NY,0,user_29
user_116,254.4,luxury,2025-08-28 16:48:53.863955,device_47,SG,0,user_21
user_134,154.31,mobile_recharge,2025-08-28 17:13:53.863964,device_4,UK,0,user_157
user_103,216.01,groceries,2025-08-28 01:32:53.863973,device_46,UK,0,user_130
user_19,450.14,gambling,2025-08-27 21:31:53.863980,device_10,NY,0,user_17
user_33,141.13,mobile_recharge,2025-08-27 22:18:53.863988,device_36,SG,0,user_52
user_84,193.55,luxury,2025-08-28 00:10:53.863996,device_19,UK,0,user_17
user_130,304.69,groceries,2025-08-27 18:19:53.864004,device_8,SG,0,user_55
user_167,439.46,luxury,2025-08-28 10:56:53.864012,device_28,UK,0,user_47
user_59,209.84,travel,2025-08-28 04:40:53.864020,device_27,SG,0,user_116
user_25,159.71,gambling,2025-08-27 19:34:53.864028,device_17,TX,0,user_94
user_40,344.98,travel,2025-08-28 15:59:53.864036,device_6,NY,0,user_118
user_24,218.78,mobile_recharge,2025-08-28 05:33:53.864044,device_9,IN,0,user_30
user_16,295.3,luxury,2025-08-27 23:06:53.864052,device_22,SG,0,user_19
user_32,208.35,mobile_recharge,2025-08-28 03:50:53.864060,device_47,NY,0,user_67
user_74,302.2,gambling,2025-08-28 14:44:53.864068,device_37,IN,0,user_10
user_55,81.59,travel,2025-08-28 10:37:53.864076,device_7,TX,0,user_8
user_143,186.94,gambling,2025-08-27 22:41:53.864084,device_15,UK,0,user_32
user_144,487.4,luxury,2025-08-27 21:20:53.864092,device_44,SG,0,user_27
user_143,18.0,mobile_recharge,2025-08-27 18:36:53.864099,device_18,NY,0,user_85
user_47,140.27,gambling,2025-08-28 06:41:53.864108,device_23,NY,0,user_191
user_47,435.58,luxury,2025-08-27 19:50:53.864116,device_26,NY,0,user_200
user_37,371.78,groceries,2025-08-28 15:09:53.864125,device_48,IN,0,user_122
user_56,191.22,travel,2025-08-28 06:38:53.864133,device_11,TX,0,user_20
user_80,362.19,luxury,2025-08-27 21:55:53.864141,device_6,NY,0,user_102
user_40,82.92,luxury,2025-08-28 16:35:53.864149,device_44,NY,0,user_110
user_70,224.34,travel,2025-08-28 01:42:53.864157,device_39,UK,0,user_30
user_107,140.22,luxury,2025-08-28 14:23:53.864165,device_23,UK,0,user_32
user_29,145.21,mobile_recharge,2025-08-27 22:02:53.864173,device_32,IN,0,user_61
user_171,157.67,electronics,2025-08-28 04:47:53.864181,device_39,NY,0,user_159
user_2,106.19,electronics,2025-08-28 13:35:53.864189,device_49,TX,0,user_58
user_75,167.42,groceries,2025-08-28 01:18:53.864197,device_48,UK,0,user_116
user_45,68.95,luxury,2025-08-28 10:25:53.864205,device_33,IN,0,user_53
user_172,404.07,groceries,2025-08-28 04:43:53.864213,device_48,NY,0,user_93
user_112,14.28,groceries,2025-08-28 07:35:53.864220,device_37,UK,0,user_90
user_147,205.19,mobile_recharge,2025-08-28 04:01:53.864229,device_19,NY,0,user_170
user_104,15.32,gambling,2025-08-28 12:25:53.864237,device_40,UK,0,user_16
user_177,460.29,groceries,2025-08-28 03:22:53.864245,device_7,CA,0,user_163
user_112,296.49,luxury,2025-08-28 15:35:53.864253,device_26,TX,0,user_101
user_191,173.06,gambling,2025-08-28 12:32:53.864261,device_5,IN,0,user_3
user_163,61.44,luxury,2025-08-28 11:39:53.864268,device_50,TX,0,user_94
user_90,365.05,mobile_recharge,2025-08-28 13:14:53.864276,device_16,NY,0,user_136
user_38,131.7,electronics,2025-08-27 21:43:53.864285,device_10,SG,0,user_171
user_20,92.69,mobile_recharge,2025-08-28 01:25:53.864293,device_30,IN,0,user_118
user_195,291.84,mobile_recharge,2025-08-27 23:00:53.864301,device_42,SG,0,user_193
user_160,164.99,mobile_recharge,2025-08-28 07:29:53.864310,device_10,UK,0,user_177
user_18,237.12,mobile_recharge,2025-08-28 07:56:53.864319,device_18,IN,0,user_106
user_15,179.21,groceries,2025-08-28 07:41:53.864327,device_30,UK,0,user_103
user_10,33.16,gambling,2025-08-28 15:39:53.864335,device_42,NY,0,user_154
user_158,299.07,travel,2025-08-28 02:29:53.864344,device_38,IN,0,user_164
user_190,448.46,travel,2025-08-27 22:46:53.864352,device_42,CA,0,user_40
user_83,304.48,luxury,2025-08-28 13:08:53.864360,device_4,UK,0,user_155
user_27,406.43,gambling,2025-08-28 15:24:53.864368,device_33,SG,0,user_189
user_45,24.38,mobile_recharge,2025-08-28 03:20:53.864376,device_29,IN,0,user_189
user_134,306.85,gambling,2025-08-28 05:33:53.864384,device_19,UK,0,user_161
user_105,388.36,mobile_recharge,2025-08-27 21:52:53.864392,device_4,SG,0,user_70
user_166,170.65,gambling,2025-08-28 15:03:53.864400,device_36,SG,0,user_135
user_99,145.65,mobile_recharge,2025-08-27 19:52:53.864408,device_39,CA,0,user_1
user_86,45.34,mobile_recharge,2025-08-28 13:27:53.864417,device_23,TX,0,user_114
user_168,350.75,travel,2025-08-28 13:52:53.864425,device_39,SG,0,user_172
user_22,158.24,travel,2025-08-27 20:19:53.864433,device_22,CA,0,user_37
user_172,352.9,mobile_recharge,2025-08-27 18:53:53.864442,device_34,NY,0,user_192
user_166,336.88,luxury,2025-08-28 05:55:53.864450,device_2,TX,0,user_124
user_80,94.23,electronics,2025-08-28 06:37:53.864459,device_50,UK,0,user_163
user_50,117.14,electronics,2025-08-28 12:59:53.864467,device_5,TX,0,user_1
user_26,256.31,luxury,2025-08-28 00:18:53.864474,device_3,SG,0,user_95
user_87,438.81,luxury,2025-08-28 13:48:53.864483,device_39,UK,0,user_46
user_40,85.31,mobile_recharge,2025-08-27 20:57:53.864490,device_11,SG,0,user_200
user_113,26.63,gambling,2025-08-27 19:11:53.864499,device_47,CA,0,user_84
user_114,307.24,mobile_recharge,2025-08-28 02:57:53.864507,device_15,IN,0,user_135
user_62,158.19,travel,2025-08-28 11:39:53.864515,device_24,SG,0,user_15
user_147,492.3,travel,2025-08-28 08:39:53.864525,device_50,UK,0,user_32
user_129,266.09,electronics,2025-08-28 11:28:53.864533,device_39,CA,0,user_9
user_65,30.83,travel,2025-08-28 05:36:53.864541,device_36,NY,0,user_98
user_183,423.72,groceries,2025-08-28 08:33:53.864550,device_6,CA,0,user_139
user_70,227.41,luxury,2025-08-28 13:15:53.864558,device_28,NY,0,user_91
user_57,409.27,gambling,2025-08-28 17:22:53.864566,device_27,NY,0,user_30
user_102,253.49,electronics,2025-08-28 05:06:53.864575,device_6,TX,0,user_2
user_58,18.95,groceries,2025-08-27 20:05:53.864583,device_22,CA,0,user_191
user_36,23.96,travel,2025-08-27 18:31:53.864591,device_9,SG,0,user_181
user_121,227.06,groceries,2025-08-28 15:34:53.864599,device_2,TX,0,user_128
user_56,418.31,luxury,2025-08-27 21:30:53.864607,device_34,UK,0,user_186
user_29,389.21,electronics,2025-08-28 08:00:53.864615,device_8,NY,0,user_122
user_62,212.81,luxury,2025-08-28 02:40:53.864623,device_5,NY,0,user_27
user_128,300.39,groceries,2025-08-27 20:42:53.864631,device_33,IN,0,user_52
user_62,360.68,gambling,2025-08-28 03:37:53.864639,device_1,IN,0,user_151
user_91,124.08,travel,2025-08-28 11:53:53.864647,device_43,SG,0,user_183
user_22,264.12,gambling,2025-08-28 15:58:53.864655,device_34,IN,0,user_199
user_130,394.27,luxury,2025-08-27 23:22:53.864663,device_2,UK,0,user_18
user_121,26.55,travel,2025-08-28 05:32:53.864672,device_17,SG,0,user_167
user_5,181.76,groceries,2025-08-28 06:30:53.864680,device_16,SG,0,user_69
user_169,315.99,luxury,2025-08-28 06:56:53.864687,device_9,NY,0,user_163
user_91,275.28,mobile_recharge,2025-08-28 12:18:53.864695,device_50,SG,0,user_135
user_119,490.51,travel,2025-08-27 20:43:53.864703,device_12,CA,0,user_51
user_17,359.44,travel,2025-08-28 17:01:53.864712,device_19,CA,0,user_7
user_12,396.6,groceries,2025-08-28 07:30:53.864720,device_20,IN,0,user_73
user_102,494.62,luxury,2025-08-28 02:07:53.864728,device_17,NY,0,user_138
user_193,325.22,gambling,2025-08-28 06:05:53.864736,device_50,NY,0,user_68
