timestamp,sender,amount,category,device,location,label,receiver,time_since_last_txn,is_first_txn_for_user,avg_amount_24h,txn_count_30min
2025-08-28 20:03:11.179969,user_10,199.43,mobile_recharge,device_42,CA,0,user_12,16.999323483333335,0,193.4466666666667,3.0
2025-08-28 23:27:11.189743,user_10,430.33,luxury,device_36,SG,0,user_150,204.0001629,0,194.9425,2.0
2025-08-29 01:02:11.195197,user_10,92.16,groceries,device_30,TX,0,user_72,95.0000909,0,242.01999999999998,1.0
2025-08-29 01:03:11.185976,user_10,316.51,travel,device_25,TX,0,user_70,0.9998463166666667,0,217.04333333333332,1.0
2025-08-29 01:21:11.206264,user_10,19.4,gambling,device_37,CA,0,user_95,18.000338133333333,0,231.25285714285715,2.0
2025-08-29 04:16:11.187340,user_10,94.6,travel,device_33,TX,0,user_29,174.9996846,0,204.77125,3.0
2025-08-29 04:50:11.183139,user_10,243.31,electronics,device_15,UK,0,user_162,33.99992998333333,0,192.53,1.0
2025-08-29 05:42:11.212631,user_10,401.68,luxury,device_5,NY,0,user_29,52.00049153333334,0,197.608,1.0
2025-08-29 06:13:11.200728,user_10,366.12,electronics,device_39,TX,0,user_125,30.999801616666666,0,216.16000000000003,1.0
2025-08-29 06:45:11.180421,user_10,154.06,travel,device_31,IN,0,user_64,31.99966155,0,228.65666666666667,1.0
2025-08-29 07:00:11.182873,user_10,205.44,luxury,device_17,IN,0,user_131,15.000040866666666,0,222.91846153846154,1.0
2025-08-29 07:54:11.198253,user_10,287.31,groceries,device_18,CA,0,user_136,54.00025633333333,0,221.67000000000002,2.0
2025-08-29 09:05:11.198690,user_10,457.69,mobile_recharge,device_33,UK,0,user_61,71.00000728333333,0,226.046,1.0
2025-08-29 09:36:11.187493,user_10,42.84,gambling,device_20,UK,0,user_88,30.999813383333333,0,240.52375,1.0
2025-08-29 10:49:11.217123,user_10,382.96,luxury,device_26,NY,0,user_11,73.00049383333334,0,228.89529411764704,1.0
2025-08-29 11:05:11.179462,user_10,329.01,mobile_recharge,device_44,NY,0,user_200,15.999372316666667,0,237.45444444444445,1.0
2025-08-29 11:30:11.196869,user_10,339.36,mobile_recharge,device_39,SG,0,user_32,25.00029011666667,0,242.2731578947368,2.0
2025-08-29 12:37:11.212779,user_10,134.91,electronics,device_49,CA,0,user_55,67.00026516666667,0,247.1275,2.0
2025-08-29 12:59:11.221647,user_10,285.31,travel,device_6,CA,0,user_87,22.000147799999997,0,241.78380952380954,1.0
2025-08-29 13:37:11.220838,user_10,45.37,gambling,device_4,TX,0,user_33,37.99998651666667,0,243.76227272727274,2.0
2025-08-29 14:17:11.192092,user_10,436.69,electronics,device_4,NY,0,user_75,39.9995209,0,235.13652173913044,1.0
2025-08-29 14:38:11.221522,user_10,206.65,mobile_recharge,device_23,UK,0,user_6,21.0004905,0,243.53458333333333,1.0
2025-08-29 14:41:11.216823,user_10,212.24,groceries,device_37,TX,0,user_198,2.9999216833333335,0,242.05919999999998,2.0
2025-08-29 14:47:11.204148,user_10,42.82,gambling,device_28,TX,0,user_46,5.99978875,0,240.9123076923077,3.0
2025-08-29 17:15:11.207838,user_10,319.12,electronics,device_25,SG,0,user_144,148.0000615,0,233.57555555555555,3.0
2025-08-29 18:32:11.217251,user_10,98.63,groceries,device_27,SG,0,user_69,77.00015688333333,0,236.63071428571428,1.0
2025-08-29 18:40:11.215219,user_10,189.82,mobile_recharge,device_9,IN,0,user_109,7.999966133333333,0,231.87206896551723,1.0
2025-08-28 19:37:11.206593,user_100,241.3,groceries,device_12,NY,0,user_156,0.0,1,0.0,0.0
2025-08-28 19:59:11.199914,user_100,421.21,luxury,device_20,UK,0,user_15,21.99988868333333,0,241.3,1.0
2025-08-28 20:41:11.214453,user_100,163.01,travel,device_16,NY,0,user_48,42.000242316666665,0,331.255,2.0
2025-08-28 21:55:11.222049,user_100,74.22,electronics,device_17,UK,0,user_99,74.0001266,0,275.17333333333335,1.0
2025-08-29 00:54:11.187173,user_100,112.07,mobile_recharge,device_2,TX,0,user_186,178.99941873333333,0,224.935,1.0
2025-08-29 02:23:11.199076,user_100,26.1,electronics,device_43,IN,0,user_152,89.00019838333333,0,202.362,1.0
2025-08-29 03:16:11.214793,user_100,379.25,electronics,device_10,CA,0,user_16,53.00026195,0,172.985,1.0
2025-08-29 04:14:11.207159,user_100,276.19,electronics,device_26,IN,0,user_63,57.99987276666666,0,202.45142857142855,1.0
2025-08-29 05:18:11.179037,user_100,5.26,travel,device_31,NY,0,user_164,63.999531299999994,0,211.66875,1.0
2025-08-29 05:23:11.197700,user_100,140.78,gambling,device_1,UK,0,user_86,5.00031105,0,188.73444444444442,1.0
2025-08-29 05:43:11.214422,user_100,392.42,travel,device_36,UK,0,user_127,20.000278700000003,0,183.939,2.0
2025-08-29 07:12:11.207400,user_100,419.56,luxury,device_18,CA,0,user_50,88.99988296666668,0,202.89181818181817,3.0
2025-08-29 07:22:11.222269,user_100,42.48,electronics,device_40,SG,0,user_57,10.000247816666667,0,220.9475,1.0
2025-08-29 07:49:11.194193,user_100,482.07,travel,device_45,TX,0,user_134,26.999532066666667,0,207.21923076923076,2.0
2025-08-29 08:04:11.197476,user_100,124.01,gambling,device_22,IN,0,user_55,15.000054716666666,0,226.85142857142858,2.0
2025-08-29 08:34:11.220611,user_100,55.67,electronics,device_38,SG,0,user_20,30.000385583333333,0,219.99533333333332,2.0
2025-08-29 08:38:11.186025,user_100,12.2,electronics,device_11,IN,0,user_76,3.9994235666666667,0,209.725,1.0
2025-08-29 09:45:11.183303,user_100,14.86,travel,device_37,IN,0,user_108,66.99995463333333,0,198.1058823529412,2.0
2025-08-29 10:04:11.208956,user_100,446.64,luxury,device_8,CA,0,user_12,19.000427549999998,0,187.92555555555555,1.0
2025-08-29 10:15:11.191286,user_100,307.67,luxury,device_43,SG,0,user_86,10.999705500000001,0,201.5421052631579,2.0
2025-08-29 11:26:11.194517,user_100,431.19,travel,device_28,CA,0,user_105,71.00005385,0,206.8485,2.0
2025-08-29 11:37:11.193776,user_100,425.66,luxury,device_48,IN,0,user_119,10.999987650000001,0,217.53142857142856,1.0
2025-08-29 12:34:11.208761,user_100,435.46,gambling,device_13,IN,0,user_22,57.000249749999995,0,226.99181818181816,2.0
2025-08-29 12:50:11.196451,user_100,441.08,groceries,device_49,CA,0,user_42,15.999794833333334,0,236.05565217391305,1.0
2025-08-29 14:07:11.192619,user_100,80.07,luxury,device_22,CA,0,user_101,76.99993613333332,0,244.59833333333333,2.0
2025-08-29 14:39:11.222512,user_100,305.42,luxury,device_37,CA,0,user_112,32.000498216666664,0,238.0172,1.0
2025-08-29 15:13:11.204328,user_100,95.86,mobile_recharge,device_39,UK,0,user_168,33.99969693333333,0,240.6096153846154,1.0
2025-08-29 16:46:11.221267,user_100,231.61,groceries,device_49,UK,0,user_138,93.00028231666667,0,235.24851851851852,1.0
2025-08-29 17:58:11.185165,user_100,33.58,electronics,device_1,SG,0,user_149,71.9993983,0,235.1185714285714,1.0
2025-08-29 18:00:11.183429,user_100,350.42,travel,device_39,SG,0,user_89,1.9999710666666668,0,228.16896551724136,1.0
2025-08-29 18:26:11.221122,user_100,167.63,luxury,device_40,TX,0,user_48,26.000628216666666,0,232.244,2.0
2025-08-28 19:04:11.219230,user_101,276.8,mobile_recharge,device_6,IN,0,user_110,0.0,1,0.0,0.0
2025-08-28 20:36:11.203185,user_101,474.63,electronics,device_30,CA,0,user_166,91.99973258333333,0,276.8,1.0
2025-08-28 21:17:11.207982,user_101,327.69,groceries,device_2,UK,0,user_110,41.00007995,0,375.71500000000003,1.0
2025-08-28 22:19:11.204832,user_101,239.49,electronics,device_2,SG,0,user_102,61.9999475,0,359.70666666666665,1.0
2025-08-29 00:21:11.212810,user_101,415.58,mobile_recharge,device_1,IN,0,user_191,122.00013296666665,0,329.65250000000003,1.0
2025-08-29 01:39:11.208736,user_101,123.48,travel,device_9,SG,0,user_102,77.9999321,0,346.838,1.0
2025-08-29 02:00:11.205283,user_101,396.8,mobile_recharge,device_39,NY,0,user_131,20.99994245,0,309.6116666666667,1.0
2025-08-29 03:31:11.219171,user_101,359.01,groceries,device_14,NY,0,user_174,91.00023146666668,0,322.06714285714287,2.0
2025-08-29 07:02:11.185901,user_101,422.33,electronics,device_43,NY,0,user_173,210.9994455,0,326.685,1.0
2025-08-29 08:48:11.200646,user_101,275.98,luxury,device_29,TX,0,user_90,106.00024575,0,337.3122222222222,1.0
2025-08-29 09:59:11.216191,user_101,218.28,electronics,device_28,NY,0,user_96,71.00025908333333,0,331.179,1.0
2025-08-29 10:01:11.211090,user_101,291.05,groceries,device_12,CA,0,user_164,1.9999149833333334,0,320.91545454545457,1.0
2025-08-29 10:09:11.181015,user_101,137.13,mobile_recharge,device_18,TX,0,user_40,7.99949875,0,318.4266666666667,2.0
2025-08-29 10:48:11.186218,user_101,35.98,gambling,device_28,SG,0,user_104,39.00008671666667,0,304.4807692307692,3.0
2025-08-29 11:12:11.210537,user_101,190.43,groceries,device_39,NY,0,user_130,24.00040531666667,0,285.3021428571429,1.0
2025-08-29 12:25:11.181517,user_101,395.7,groceries,device_41,SG,0,user_116,72.99951633333333,0,278.9773333333333,2.0
2025-08-29 13:07:11.196325,user_101,278.67,electronics,device_37,CA,0,user_6,42.0002468,0,286.2725,1.0
2025-08-29 13:49:11.213446,user_101,435.88,electronics,device_38,NY,0,user_20,42.00028535,0,285.82529411764705,1.0
2025-08-29 13:50:11.209742,user_101,133.79,mobile_recharge,device_21,NY,0,user_195,0.9999382666666666,0,294.16166666666663,1.0
2025-08-29 14:04:11.201016,user_101,483.36,groceries,device_47,TX,0,user_123,13.999854566666666,0,285.7210526315789,2.0
2025-08-29 15:07:11.200912,user_101,428.33,gambling,device_37,IN,0,user_29,62.999998266666665,0,295.603,3.0
2025-08-29 16:23:11.187932,user_101,325.42,mobile_recharge,device_35,CA,0,user_165,75.99978366666666,0,301.92333333333335,1.0
2025-08-29 16:36:11.197765,user_101,202.13,groceries,device_40,IN,0,user_199,13.000163883333332,0,302.99136363636364,1.0
2025-08-29 16:53:11.201080,user_101,194.14,luxury,device_42,SG,0,user_41,17.00005525,0,298.6060869565218,2.0
2025-08-29 18:42:11.180940,user_101,408.43,travel,device_24,SG,0,user_171,108.99966433333334,0,294.25333333333333,2.0
2025-08-28 19:10:11.209106,user_102,79.68,travel,device_42,NY,0,user_66,0.0,1,0.0,0.0
2025-08-28 19:43:11.216039,user_102,392.93,gambling,device_39,TX,0,user_93,33.00011555,0,79.68,1.0
2025-08-28 19:48:11.195452,user_102,344.47,travel,device_33,NY,0,user_11,4.9996568833333335,0,236.305,1.0
2025-08-28 20:42:11.181950,user_102,247.33,gambling,device_13,SG,0,user_70,53.99977496666667,0,272.36,2.0
2025-08-28 20:44:11.187728,user_102,326.75,electronics,device_42,UK,0,user_38,2.0000963,0,266.1025,1.0
2025-08-28 21:44:11.214037,user_102,406.58,groceries,device_12,CA,0,user_123,60.00043848333333,0,278.232,2.0
2025-08-28 22:05:11.195784,user_102,344.9,luxury,device_1,NY,0,user_44,20.999695783333333,0,299.62333333333333,1.0
2025-08-28 23:06:11.205626,user_102,80.88,gambling,device_33,UK,0,user_67,61.000164033333334,0,306.09142857142854,2.0
2025-08-29 00:49:11.180518,user_102,92.66,electronics,device_8,CA,0,user_79,102.99958153333334,0,277.94,1.0
2025-08-29 02:29:11.179730,user_102,483.23,travel,device_18,SG,0,user_160,99.99998686666666,0,257.3533333333333,1.0
2025-08-29 04:53:11.188424,user_102,209.06,gambling,device_46,UK,0,user_180,144.0001449,0,279.941,1.0
2025-08-29 04:55:11.209836,user_102,299.79,gambling,device_7,TX,0,user_67,2.0003568666666665,0,273.49727272727273,1.0
2025-08-29 06:15:11.187073,user_102,450.06,gambling,device_9,IN,0,user_89,79.99962061666666,0,275.68833333333333,2.0
2025-08-29 06:24:11.219685,user_102,340.61,electronics,device_31,NY,0,user_37,9.000543533333333,0,289.1015384615385,1.0
2025-08-29 06:35:11.206731,user_102,192.42,travel,device_45,UK,0,user_193,10.9997841,0,292.7807142857143,2.0
2025-08-29 06:37:11.180381,user_102,479.31,groceries,device_18,NY,0,user_10,1.9995608333333335,0,286.09000000000003,3.0
2025-08-29 06:37:11.197813,user_102,31.59,gambling,device_15,SG,0,user_26,0.0002905333333333333,0,298.16625,4.0
2025-08-29 10:22:11.213289,user_102,321.84,luxury,device_18,IN,0,user_155,225.00025793333333,0,282.4852941176471,5.0
2025-08-29 12:16:11.190096,user_102,347.84,luxury,device_18,CA,0,user_148,113.99961345,0,284.6716666666667,1.0
2025-08-29 12:34:11.193708,user_102,14.61,electronics,device_11,IN,0,user_90,18.0000602,0,287.9963157894737,1.0
2025-08-29 14:01:11.200092,user_102,309.14,mobile_recharge,device_27,TX,0,user_184,87.0001064,0,274.327,2.0
2025-08-29 14:09:11.188308,user_102,18.54,groceries,device_12,TX,0,user_147,7.999803600000001,0,275.9847619047619,1.0
2025-08-29 14:29:11.207062,user_102,377.17,electronics,device_41,TX,0,user_141,20.000312566666665,0,264.2827272727273,2.0
2025-08-29 14:49:11.216056,user_102,202.18,groceries,device_4,IN,0,user_76,20.0001499,0,269.1908695652174,3.0
2025-08-29 17:10:11.190556,user_102,339.26,gambling,device_38,TX,0,user_137,140.999575,0,266.39875,2.0
2025-08-29 17:30:11.208915,user_102,74.47,electronics,device_10,UK,0,user_70,20.00030598333333,0,269.3132,1.0
2025-08-28 18:45:11.196571,user_103,116.68,mobile_recharge,device_29,CA,0,user_54,0.0,1,0.0,0.0
2025-08-28 19:11:11.179079,user_103,130.41,groceries,device_27,IN,0,user_13,25.999708466666668,0,116.68,1.0
2025-08-28 19:58:11.211509,user_103,58.75,electronics,device_20,NY,0,user_120,47.00054050000001,0,123.545,2.0
2025-08-28 21:14:11.180260,user_103,312.03,travel,device_3,CA,0,user_17,75.99947918333334,0,101.94666666666667,1.0
2025-08-28 22:36:11.209197,user_103,178.59,luxury,device_35,TX,0,user_192,82.00048228333334,0,154.4675,1.0
2025-08-29 01:30:11.181233,user_103,341.64,groceries,device_2,NY,0,user_187,173.9995339333333,0,159.292,1.0
2025-08-29 01:44:11.215126,user_103,353.9,groceries,device_5,UK,0,user_170,14.000564883333334,0,189.6833333333333,1.0
2025-08-29 02:47:11.210369,user_103,13.25,electronics,device_1,TX,0,user_8,62.999920716666665,0,213.14285714285714,2.0
2025-08-29 03:36:11.190720,user_103,119.45,groceries,device_36,CA,0,user_45,48.99967251666667,0,188.15625,1.0
2025-08-29 04:09:11.220393,user_103,112.86,groceries,device_27,IN,0,user_113,33.00049455,0,180.52222222222224,1.0
2025-08-29 05:10:11.203161,user_103,494.34,mobile_recharge,device_4,TX,0,user_152,60.9997128,0,173.756,1.0
2025-08-29 06:09:11.219882,user_103,245.35,gambling,device_45,UK,0,user_157,59.000278683333335,0,202.9,1.0
2025-08-29 06:24:11.218762,user_103,300.82,travel,device_6,NY,0,user_113,14.999981333333333,0,206.4375,1.0
2025-08-29 07:08:11.190476,user_103,316.75,gambling,device_33,NY,0,user_148,43.99952856666666,0,213.69769230769228,2.0
2025-08-29 07:43:11.222583,user_103,212.64,luxury,device_33,UK,0,user_56,35.00053511666667,0,221.0585714285714,1.0
2025-08-29 07:49:11.212567,user_103,453.38,mobile_recharge,device_47,TX,0,user_95,5.999833066666667,0,220.49733333333333,1.0
2025-08-29 08:31:11.199275,user_103,39.59,electronics,device_45,CA,0,user_178,41.99977846666666,0,235.0525,2.0
2025-08-29 08:42:11.221863,user_103,139.56,luxury,device_28,UK,0,user_50,11.000376466666667,0,223.55470588235292,1.0
2025-08-29 09:01:11.194525,user_103,288.28,gambling,device_48,IN,0,user_32,18.999544366666665,0,218.88833333333332,2.0
2025-08-29 10:00:11.182095,user_103,449.82,gambling,device_5,IN,0,user_38,58.99979283333333,0,222.54052631578944,3.0
2025-08-29 10:58:11.210072,user_103,224.85,groceries,device_35,UK,0,user_177,58.00046628333334,0,233.9045,1.0
2025-08-29 11:03:11.193889,user_103,214.8,luxury,device_25,CA,0,user_142,4.999730283333333,0,233.4733333333333,1.0
2025-08-29 12:11:11.191995,user_103,199.71,mobile_recharge,device_3,IN,0,user_38,67.99996843333334,0,232.62454545454545,2.0
2025-08-29 12:14:11.207217,user_103,293.37,gambling,device_26,SG,0,user_93,3.0002537,0,231.19347826086957,1.0
2025-08-29 12:19:11.184668,user_103,116.8,luxury,device_43,IN,0,user_184,4.999624183333333,0,233.78416666666666,2.0
2025-08-29 12:29:11.182522,user_103,241.52,gambling,device_42,CA,0,user_151,9.999964233333333,0,229.10479999999998,3.0
2025-08-29 13:06:11.204719,user_103,341.87,electronics,device_25,CA,0,user_175,37.00036995,0,229.58230769230767,4.0
2025-08-29 13:19:11.189535,user_103,283.24,groceries,device_14,NY,0,user_136,12.999746933333334,0,233.7411111111111,1.0
2025-08-29 13:42:11.187787,user_103,356.57,gambling,device_49,SG,0,user_20,22.99997086666667,0,235.50892857142858,2.0
2025-08-29 14:32:11.219814,user_103,458.03,mobile_recharge,device_49,IN,0,user_139,50.00053378333334,0,239.68344827586205,2.0
2025-08-29 14:33:11.180316,user_103,96.49,travel,device_10,IN,0,user_193,0.9993417,0,246.96166666666664,1.0
2025-08-29 14:39:11.222317,user_103,309.5,mobile_recharge,device_13,SG,0,user_76,6.000700016666667,0,242.1077419354839,2.0
2025-08-28 18:49:11.217020,user_104,50.04,mobile_recharge,device_35,IN,0,user_39,0.0,1,0.0,0.0
2025-08-28 18:51:11.196821,user_104,369.54,groceries,device_24,UK,0,user_186,1.9996633499999998,0,50.04,1.0
2025-08-28 19:27:11.182976,user_104,485.39,mobile_recharge,device_28,IN,0,user_64,35.99976925,0,209.79000000000002,2.0
2025-08-28 22:36:11.203606,user_104,40.74,gambling,device_19,TX,0,user_1,189.00034383333335,0,301.6566666666667,1.0
2025-08-29 00:15:11.198948,user_104,182.12,travel,device_49,NY,0,user_65,98.99992236666667,0,236.4275,1.0
2025-08-29 00:37:11.215744,user_104,212.59,groceries,device_27,CA,0,user_44,22.000279933333335,0,225.56599999999997,1.0
2025-08-29 02:17:11.216316,user_104,467.55,gambling,device_50,CA,0,user_47,100.00000953333333,0,223.40333333333334,2.0
2025-08-29 02:50:11.189431,user_104,361.06,mobile_recharge,device_45,UK,0,user_60,32.99955191666667,0,258.2814285714286,1.0
2025-08-29 03:18:11.193293,user_104,432.09,gambling,device_36,UK,0,user_177,28.000064366666667,0,271.12875,1.0
2025-08-29 03:18:11.197395,user_104,33.92,gambling,device_50,IN,0,user_184,6.836666666666666e-05,0,289.0133333333333,2.0
2025-08-29 04:52:11.198643,user_104,399.12,electronics,device_15,NY,0,user_30,94.00002079999999,0,263.504,3.0
2025-08-29 04:59:11.193742,user_104,60.73,luxury,device_15,TX,0,user_17,6.999918316666666,0,275.83272727272725,1.0
2025-08-29 05:46:11.218458,user_104,318.71,luxury,device_42,IN,0,user_12,47.00041193333333,0,257.90749999999997,2.0
2025-08-29 06:06:11.217855,user_104,341.98,electronics,device_2,TX,0,user_39,19.99998995,0,262.5846153846154,1.0
2025-08-29 06:20:11.185222,user_104,446.21,mobile_recharge,device_45,UK,0,user_89,13.999456116666666,0,268.2557142857143,2.0
2025-08-29 06:54:11.205365,user_104,134.87,travel,device_11,IN,0,user_15,34.00033571666667,0,280.1193333333333,2.0
2025-08-29 07:17:11.205746,user_104,171.93,electronics,device_38,NY,0,user_39,23.00000635,0,271.04125,1.0
2025-08-29 07:28:11.191252,user_104,8.34,luxury,device_20,IN,0,user_199,10.999758433333334,0,265.21117647058827,2.0
2025-08-29 08:04:11.221038,user_104,184.76,electronics,device_38,IN,0,user_117,36.00049643333333,0,250.94055555555556,2.0
2025-08-29 08:49:11.183287,user_104,110.05,groceries,device_41,NY,0,user_107,44.99937081666667,0,247.45736842105262,1.0
2025-08-29 09:03:11.184317,user_104,306.64,mobile_recharge,device_19,IN,0,user_69,14.000017166666668,0,240.587,1.0
2025-08-29 09:30:11.200418,user_104,43.3,travel,device_39,NY,0,user_135,27.00026835,0,243.73238095238096,2.0
2025-08-29 09:57:11.218324,user_104,178.67,groceries,device_44,SG,0,user_144,27.000298433333334,0,234.62181818181818,2.0
2025-08-29 10:20:11.197853,user_104,143.34,groceries,device_28,TX,0,user_97,22.999658816666667,0,232.1891304347826,2.0
2025-08-29 10:25:11.208447,user_104,11.22,mobile_recharge,device_7,TX,0,user_55,5.000176566666667,0,228.48708333333332,2.0
2025-08-29 10:34:11.196024,user_104,215.55,luxury,device_41,TX,0,user_83,8.99979295,0,219.7964,3.0
2025-08-29 10:50:11.209710,user_104,331.19,gambling,device_41,NY,0,user_102,16.0002281,0,219.6330769230769,3.0
2025-08-29 12:02:11.213882,user_104,52.15,groceries,device_13,CA,0,user_67,72.00006953333333,0,223.7648148148148,3.0
2025-08-29 12:18:11.197024,user_104,441.99,mobile_recharge,device_2,UK,0,user_4,15.999719033333333,0,217.6357142857143,1.0
2025-08-29 12:31:11.209991,user_104,358.24,gambling,device_42,UK,0,user_117,13.000216116666667,0,225.37206896551723,2.0
2025-08-29 13:59:11.207619,user_104,372.8,luxury,device_45,TX,0,user_86,87.99996046666666,0,229.801,3.0
2025-08-29 14:02:11.190030,user_104,25.51,mobile_recharge,device_37,CA,0,user_20,2.9997068500000004,0,234.41387096774193,1.0
2025-08-29 14:31:11.215307,user_104,218.86,groceries,device_38,CA,0,user_86,29.00042128333333,0,227.885625,2.0
2025-08-29 14:57:11.203540,user_104,164.91,mobile_recharge,device_10,TX,0,user_164,25.999803883333335,0,227.6121212121212,2.0
2025-08-29 15:51:11.183154,user_104,441.37,travel,device_34,UK,0,user_134,53.99966023333333,0,225.76794117647057,2.0
2025-08-29 16:03:11.194671,user_104,245.77,travel,device_20,CA,0,user_55,12.00019195,0,231.928,1.0
2025-08-29 16:38:11.191869,user_104,110.61,gambling,device_20,UK,0,user_33,34.9999533,0,232.3125,2.0
2025-08-29 18:12:11.183813,user_104,200.04,mobile_recharge,device_12,NY,0,user_96,93.99986573333334,0,229.02324324324326,1.0
2025-08-29 18:15:11.194785,user_104,28.23,groceries,device_43,TX,0,user_191,3.000182866666667,0,228.26052631578946,1.0
2025-08-29 18:36:11.182429,user_104,149.52,mobile_recharge,device_49,NY,0,user_160,20.999794066666666,0,223.13153846153844,2.0
2025-08-28 19:09:11.205940,user_105,330.76,travel,device_22,CA,0,user_188,0.0,1,0.0,0.0
2025-08-28 19:30:11.195374,user_105,166.82,groceries,device_28,SG,0,user_192,20.999823900000003,0,330.76,1.0
2025-08-28 20:27:11.184259,user_105,450.66,mobile_recharge,device_15,TX,0,user_52,56.999814750000006,0,248.79,2.0
2025-08-28 20:41:11.217361,user_105,224.04,groceries,device_38,NY,0,user_115,14.000551699999999,0,316.08,1.0
2025-08-28 21:18:11.210064,user_105,320.29,electronics,device_15,NY,0,user_147,36.99987838333333,0,293.07,2.0
2025-08-28 21:46:11.187616,user_105,146.26,groceries,device_16,UK,0,user_6,27.99962586666667,0,298.514,1.0
2025-08-28 23:07:11.219179,user_105,263.74,electronics,device_17,TX,0,user_54,81.00052604999999,0,273.1383333333333,2.0
2025-08-29 00:51:11.214476,user_105,482.43,gambling,device_2,TX,0,user_92,103.99992161666667,0,271.7957142857143,1.0
2025-08-29 01:22:11.205349,user_105,332.64,mobile_recharge,device_25,NY,0,user_159,30.999847883333334,0,298.125,1.0
2025-08-29 02:14:11.209983,user_105,198.28,groceries,device_45,SG,0,user_168,52.00007723333333,0,301.96,1.0
2025-08-29 03:03:11.188702,user_105,184.75,travel,device_34,SG,0,user_159,48.99964531666667,0,291.592,1.0
2025-08-29 03:06:11.216870,user_105,48.89,mobile_recharge,device_11,SG,0,user_52,3.0004694666666665,0,281.8790909090909,1.0
