user,amount,category,timestamp,device,location,suspicious
user_187,49.51,travel,2025-08-28 16:42:55.973747,device_33,IN,0
user_19,191.02,travel,2025-08-29 09:32:55.973756,device_42,SG,0
user_104,42.92,travel,2025-08-29 13:48:55.973764,device_43,SG,0
user_49,388.11,gambling,2025-08-28 16:54:55.973775,device_34,NY,0
user_48,276.02,groceries,2025-08-28 13:53:55.973784,device_40,UK,0
user_5,421.1,electronics,2025-08-28 20:06:55.973793,device_22,CA,0
user_89,202.07,groceries,2025-08-28 22:14:55.973801,device_17,TX,0
user_132,18.3,groceries,2025-08-29 04:03:55.973810,device_28,UK,0
user_143,143.86,groceries,2025-08-28 15:42:55.973818,device_5,IN,0
user_24,202.28,groceries,2025-08-28 15:09:55.973827,device_19,NY,0
user_82,44.36,groceries,2025-08-29 13:45:55.973835,device_41,CA,0
user_142,394.88,luxury,2025-08-28 14:08:55.973844,device_36,CA,0
user_88,431.26,mobile_recharge,2025-08-29 02:50:55.973852,device_14,CA,0
user_34,449.93,electronics,2025-08-29 12:02:55.973861,device_43,SG,0
user_55,453.06,mobile_recharge,2025-08-29 13:01:55.973869,device_4,IN,0
user_60,361.76,mobile_recharge,2025-08-29 04:13:55.973878,device_4,TX,0
user_119,215.08,travel,2025-08-29 06:37:55.973886,device_47,CA,0
user_77,17.61,mobile_recharge,2025-08-28 23:45:55.973894,device_21,IN,0
user_80,189.87,electronics,2025-08-29 02:23:55.973903,device_34,SG,0
user_72,466.46,electronics,2025-08-29 10:23:55.973912,device_34,UK,0
user_116,387.59,groceries,2025-08-29 06:42:55.973931,device_15,NY,0
user_132,80.47,gambling,2025-08-29 09:05:55.973940,device_15,NY,0
user_36,211.44,travel,2025-08-29 08:19:55.973949,device_22,TX,0
user_155,41.19,luxury,2025-08-29 13:29:55.973957,device_31,CA,0
user_177,228.47,travel,2025-08-29 07:15:55.974005,device_7,TX,0
user_78,241.12,gambling,2025-08-28 23:39:55.974027,device_12,UK,0
user_120,164.62,luxury,2025-08-28 18:41:55.974038,device_50,CA,0
user_128,489.05,gambling,2025-08-29 09:34:55.974047,device_27,IN,0
user_29,11.04,luxury,2025-08-29 03:12:55.974056,device_12,CA,0
user_161,252.79,electronics,2025-08-28 16:09:55.974066,device_3,IN,0
user_140,173.46,gambling,2025-08-29 02:31:55.974074,device_23,UK,0
user_93,170.24,electronics,2025-08-28 19:42:55.974084,device_45,UK,0
user_129,233.93,mobile_recharge,2025-08-28 14:39:55.974092,device_1,SG,0
user_35,444.28,mobile_recharge,2025-08-29 11:44:55.974101,device_30,UK,0
user_160,394.6,luxury,2025-08-28 21:53:55.974110,device_15,IN,0
user_89,65.36,electronics,2025-08-28 22:47:55.974119,device_8,NY,0
user_66,8.05,luxury,2025-08-29 06:13:55.974128,device_45,UK,0
user_197,79.59,mobile_recharge,2025-08-28 17:25:55.974137,device_35,SG,0
user_62,235.08,electronics,2025-08-28 14:07:55.974146,device_6,NY,0
user_103,337.93,groceries,2025-08-28 19:21:55.974155,device_35,CA,0
user_95,410.4,luxury,2025-08-29 04:27:55.974166,device_29,NY,0
user_105,324.05,travel,2025-08-29 05:24:55.974174,device_46,IN,0
user_145,320.22,mobile_recharge,2025-08-28 15:25:55.974183,device_38,CA,0
user_98,227.63,luxury,2025-08-29 06:55:55.974193,device_5,TX,0
user_198,58.16,luxury,2025-08-29 09:37:55.974202,device_32,IN,0
user_96,311.26,travel,2025-08-28 19:13:55.974210,device_46,SG,0
user_45,225.79,groceries,2025-08-29 03:56:55.974218,device_40,UK,0
user_87,290.05,mobile_recharge,2025-08-28 21:06:55.974229,device_3,TX,0
user_137,107.02,travel,2025-08-29 12:26:55.974237,device_27,IN,0
user_167,171.88,gambling,2025-08-28 23:09:55.974246,device_28,NY,0
user_60,449.28,gambling,2025-08-29 02:52:55.974256,device_5,CA,0
user_15,102.07,travel,2025-08-28 22:59:55.974265,device_29,IN,0
user_105,52.36,mobile_recharge,2025-08-29 05:40:55.974273,device_18,TX,0
user_175,24.75,electronics,2025-08-29 02:40:55.974282,device_21,NY,0
user_155,217.77,travel,2025-08-28 22:03:55.974291,device_32,SG,0
user_111,148.81,groceries,2025-08-29 04:02:55.974299,device_18,SG,0
user_109,358.02,groceries,2025-08-29 03:55:55.974308,device_18,SG,0
user_184,475.04,gambling,2025-08-29 02:10:55.974316,device_46,NY,0
user_37,69.91,luxury,2025-08-29 10:51:55.974326,device_11,TX,0
user_165,257.34,mobile_recharge,2025-08-29 00:02:55.974334,device_37,SG,0
user_195,450.39,mobile_recharge,2025-08-29 07:12:55.974343,device_47,CA,0
user_31,367.86,gambling,2025-08-28 20:56:55.974351,device_14,SG,0
user_99,336.26,mobile_recharge,2025-08-28 18:40:55.974359,device_46,NY,0
user_57,230.23,travel,2025-08-29 06:50:55.974369,device_33,SG,0
user_191,409.61,electronics,2025-08-29 00:52:55.974377,device_2,CA,0
user_124,207.52,travel,2025-08-28 20:52:55.974386,device_49,SG,0
user_135,463.9,electronics,2025-08-28 21:06:55.974396,device_22,TX,0
user_183,430.05,electronics,2025-08-29 10:32:55.974404,device_45,UK,0
user_116,15.75,electronics,2025-08-29 06:24:55.974412,device_45,SG,0
user_176,433.03,electronics,2025-08-29 03:45:55.974421,device_20,UK,0
user_18,399.16,groceries,2025-08-28 17:41:55.974429,device_28,TX,0
user_178,349.89,groceries,2025-08-28 23:23:55.974438,device_19,IN,0
user_26,446.63,luxury,2025-08-29 04:50:55.974446,device_33,SG,0
user_175,317.7,luxury,2025-08-29 00:26:55.974454,device_4,IN,0
user_51,67.74,travel,2025-08-29 00:04:55.974463,device_6,CA,0
user_15,327.5,luxury,2025-08-28 21:56:55.974471,device_36,TX,0
user_195,234.13,luxury,2025-08-29 09:20:55.974479,device_18,UK,0
user_122,272.4,electronics,2025-08-29 07:49:55.974488,device_20,CA,0
user_170,483.62,electronics,2025-08-28 16:59:55.974497,device_16,UK,0
user_40,438.4,gambling,2025-08-29 03:07:55.974506,device_44,IN,0
user_45,50.28,travel,2025-08-28 14:59:55.974514,device_38,TX,0
user_48,117.55,electronics,2025-08-29 09:19:55.974523,device_47,SG,0
user_195,9.33,luxury,2025-08-29 12:25:55.974531,device_3,IN,0
user_37,401.84,luxury,2025-08-29 03:03:55.974540,device_12,UK,0
user_193,438.61,luxury,2025-08-29 06:10:55.974548,device_21,CA,0
user_173,223.63,mobile_recharge,2025-08-28 21:58:55.974557,device_42,TX,0
user_189,68.24,mobile_recharge,2025-08-29 08:59:55.974566,device_11,NY,0
user_131,204.76,mobile_recharge,2025-08-29 06:58:55.974574,device_9,CA,0
user_131,71.89,mobile_recharge,2025-08-29 00:23:55.974583,device_13,UK,0
user_196,45.88,groceries,2025-08-29 02:50:55.974591,device_49,CA,0
user_159,391.41,luxury,2025-08-29 08:01:55.974601,device_35,IN,0
user_89,278.9,travel,2025-08-29 11:09:55.974609,device_32,TX,0
user_45,301.89,luxury,2025-08-29 04:55:55.974617,device_16,TX,0
user_170,29.65,gambling,2025-08-29 09:16:55.974626,device_42,TX,0
user_171,458.95,groceries,2025-08-29 01:03:55.974634,device_41,SG,0
user_67,371.12,mobile_recharge,2025-08-28 18:20:55.974643,device_39,TX,0
user_184,90.02,luxury,2025-08-28 13:55:55.974652,device_27,SG,0
user_97,62.53,gambling,2025-08-28 18:50:55.974661,device_42,TX,0
user_58,106.72,gambling,2025-08-29 00:30:55.974670,device_23,TX,0
user_109,79.21,gambling,2025-08-29 06:10:55.974678,device_41,UK,0
user_126,237.16,electronics,2025-08-29 02:07:55.974687,device_43,IN,0
user_64,378.5,travel,2025-08-28 15:33:55.974695,device_21,TX,0
user_196,202.55,gambling,2025-08-28 23:37:55.974703,device_35,IN,0
user_162,420.22,mobile_recharge,2025-08-29 06:00:55.974712,device_4,SG,0
user_169,270.27,travel,2025-08-28 16:48:55.974720,device_38,NY,0
user_69,483.17,gambling,2025-08-28 14:15:55.974729,device_45,UK,0
user_108,48.08,gambling,2025-08-29 07:39:55.974737,device_27,CA,0
user_146,72.15,travel,2025-08-29 00:29:55.974745,device_42,CA,0
user_14,202.33,electronics,2025-08-29 04:06:55.974754,device_42,IN,0
user_174,333.12,gambling,2025-08-28 17:59:55.974763,device_5,SG,0
user_74,301.34,travel,2025-08-28 17:31:55.974771,device_10,SG,0
user_123,284.2,groceries,2025-08-28 22:04:55.974779,device_43,NY,0
user_133,56.96,electronics,2025-08-28 17:08:55.974788,device_31,NY,0
user_161,405.11,groceries,2025-08-29 09:55:55.974796,device_47,TX,0
user_46,228.44,travel,2025-08-28 14:36:55.974805,device_2,SG,0
user_130,297.96,mobile_recharge,2025-08-28 13:58:55.974813,device_22,NY,0
user_135,71.49,luxury,2025-08-28 16:41:55.974822,device_4,SG,0
user_109,84.97,travel,2025-08-29 10:00:55.974831,device_20,TX,0
user_132,32.03,travel,2025-08-28 19:11:55.974840,device_42,IN,0
user_10,271.54,groceries,2025-08-29 01:40:55.974848,device_6,CA,0
user_182,207.86,electronics,2025-08-29 09:31:55.974857,device_26,SG,0
user_71,157.99,groceries,2025-08-29 02:24:55.974865,device_1,UK,0
user_148,478.41,mobile_recharge,2025-08-29 09:58:55.974873,device_21,IN,0
user_166,495.12,groceries,2025-08-29 06:05:55.974882,device_3,SG,0
user_151,494.98,gambling,2025-08-28 14:21:55.974891,device_15,CA,0
user_18,342.07,luxury,2025-08-28 15:50:55.974900,device_10,IN,0
user_83,305.63,mobile_recharge,2025-08-28 21:35:55.974909,device_35,UK,0
user_177,134.69,mobile_recharge,2025-08-28 16:00:55.974919,device_9,IN,0
user_162,131.35,electronics,2025-08-28 20:50:55.974928,device_18,CA,0
user_51,478.02,luxury,2025-08-28 19:11:55.974936,device_31,UK,0
user_22,33.49,mobile_recharge,2025-08-29 12:44:55.974945,device_14,SG,0
user_97,497.91,electronics,2025-08-29 05:17:55.974954,device_3,NY,0
user_83,164.23,gambling,2025-08-28 14:20:55.974962,device_14,NY,0
user_176,348.56,groceries,2025-08-28 14:15:55.974971,device_30,SG,0
user_119,155.0,gambling,2025-08-29 10:56:55.974981,device_17,CA,0
user_121,469.72,mobile_recharge,2025-08-29 05:13:55.974990,device_29,TX,0
user_83,308.56,groceries,2025-08-28 18:13:55.975000,device_11,SG,0
user_81,449.2,luxury,2025-08-29 12:29:55.975009,device_30,TX,0
user_76,102.12,groceries,2025-08-29 08:28:55.975018,device_9,CA,0
user_182,392.58,groceries,2025-08-29 03:33:55.975027,device_40,SG,0
user_185,65.7,luxury,2025-08-29 01:19:55.975036,device_26,CA,0
user_129,249.22,gambling,2025-08-29 02:18:55.975044,device_23,TX,0
user_106,204.94,electronics,2025-08-28 19:12:55.975053,device_13,IN,0
user_16,116.58,gambling,2025-08-28 21:04:55.975062,device_27,UK,0
user_192,155.18,groceries,2025-08-29 06:52:55.975070,device_2,NY,0
user_71,72.87,mobile_recharge,2025-08-28 18:14:55.975079,device_34,TX,0
user_54,162.55,mobile_recharge,2025-08-29 01:48:55.975088,device_22,UK,0
user_168,160.03,travel,2025-08-28 13:49:55.975097,device_15,NY,0
user_150,300.0,groceries,2025-08-29 00:01:55.975106,device_41,IN,0
user_153,328.67,gambling,2025-08-29 06:55:55.975114,device_28,SG,0
user_129,243.96,travel,2025-08-28 15:24:55.975123,device_30,UK,0
user_1,40.94,groceries,2025-08-28 18:23:55.975132,device_18,UK,0
user_125,80.82,groceries,2025-08-29 12:54:55.975140,device_7,NY,0
user_120,484.45,groceries,2025-08-28 23:36:55.975149,device_19,UK,0
user_93,230.13,mobile_recharge,2025-08-29 10:27:55.975158,device_21,TX,0
user_106,249.8,mobile_recharge,2025-08-28 14:59:55.975166,device_39,SG,0
user_152,8.07,electronics,2025-08-29 00:17:55.975175,device_30,SG,0
user_116,211.44,gambling,2025-08-28 23:30:55.975184,device_22,NY,0
user_175,309.69,gambling,2025-08-29 08:03:55.975193,device_21,IN,0
user_165,162.2,mobile_recharge,2025-08-29 07:44:55.975202,device_1,TX,0
user_41,223.19,luxury,2025-08-28 17:15:55.975211,device_27,UK,0
user_56,111.16,gambling,2025-08-29 00:42:55.975220,device_44,NY,0
user_22,458.57,luxury,2025-08-29 04:18:55.975229,device_3,CA,0
user_185,65.21,luxury,2025-08-28 16:34:55.975238,device_46,NY,0
user_26,341.03,electronics,2025-08-28 13:56:55.975247,device_27,CA,0
user_178,497.97,mobile_recharge,2025-08-28 14:00:55.975257,device_5,IN,0
user_77,113.04,electronics,2025-08-28 17:09:55.975267,device_46,CA,0
user_117,98.75,electronics,2025-08-29 10:31:55.975276,device_12,NY,0
user_125,367.25,groceries,2025-08-28 14:09:55.975286,device_5,IN,0
user_86,11.65,luxury,2025-08-28 22:30:55.975295,device_23,IN,0
user_41,447.73,groceries,2025-08-28 23:10:55.975304,device_47,TX,0
user_111,276.5,mobile_recharge,2025-08-28 15:37:55.975312,device_33,CA,0
user_178,157.64,gambling,2025-08-29 02:23:55.975321,device_50,NY,0
user_157,478.29,luxury,2025-08-29 02:33:55.975330,device_11,SG,0
user_146,290.83,groceries,2025-08-29 06:35:55.975338,device_39,TX,0
user_42,420.47,travel,2025-08-29 06:26:55.975347,device_33,SG,0
user_40,209.45,travel,2025-08-29 09:23:55.975356,device_31,UK,0
user_192,208.04,electronics,2025-08-29 01:22:55.975364,device_30,NY,0
user_13,395.01,groceries,2025-08-28 15:51:55.975373,device_10,SG,0
user_178,401.4,luxury,2025-08-29 07:48:55.975381,device_48,UK,0
user_120,323.4,groceries,2025-08-28 16:16:55.975390,device_16,SG,0
user_119,488.92,travel,2025-08-28 22:55:55.975398,device_25,CA,0
user_158,272.05,luxury,2025-08-29 07:15:55.975407,device_31,CA,0
user_92,191.41,mobile_recharge,2025-08-29 01:32:55.975415,device_30,CA,0
user_20,176.99,groceries,2025-08-28 16:41:55.975423,device_14,NY,0
user_199,194.65,gambling,2025-08-29 01:43:55.975433,device_49,IN,0
user_180,166.31,luxury,2025-08-29 04:36:55.975441,device_42,IN,0
user_94,339.28,travel,2025-08-29 13:15:55.975449,device_27,CA,0
user_47,113.28,luxury,2025-08-29 01:28:55.975459,device_47,UK,0
user_18,227.31,travel,2025-08-29 07:53:55.975467,device_3,CA,0
user_88,252.98,mobile_recharge,2025-08-29 11:11:55.975476,device_15,TX,0
user_83,260.16,travel,2025-08-28 18:22:55.975484,device_39,NY,0
user_118,410.59,electronics,2025-08-28 17:29:55.975492,device_35,IN,0
user_71,294.76,groceries,2025-08-28 15:12:55.975502,device_31,TX,0
user_32,332.42,travel,2025-08-29 10:52:55.975511,device_45,IN,0
user_142,484.9,gambling,2025-08-29 11:09:55.975519,device_37,SG,0
user_79,64.16,mobile_recharge,2025-08-29 00:06:55.975527,device_26,SG,0
user_146,41.18,electronics,2025-08-28 20:04:55.975535,device_1,IN,0
user_80,326.31,mobile_recharge,2025-08-29 03:12:55.975543,device_18,NY,0
user_92,118.14,travel,2025-08-29 07:24:55.975551,device_20,IN,0
user_55,317.56,electronics,2025-08-29 09:26:55.975559,device_31,NY,0
user_73,98.97,gambling,2025-08-29 00:41:55.975567,device_13,IN,0
user_176,107.9,gambling,2025-08-29 02:52:55.975575,device_4,IN,0
user_172,462.81,luxury,2025-08-28 14:21:55.975583,device_34,IN,0
user_153,210.39,luxury,2025-08-28 16:47:55.975591,device_41,NY,0
user_85,414.19,travel,2025-08-28 17:01:55.975599,device_41,NY,0
user_134,380.2,electronics,2025-08-28 17:15:55.975607,device_44,NY,0
user_69,463.25,travel,2025-08-29 08:46:55.975615,device_13,UK,0
user_146,173.44,luxury,2025-08-28 20:17:55.975623,device_23,SG,0
user_30,488.46,groceries,2025-08-29 01:34:55.975631,device_41,UK,0
user_196,362.08,mobile_recharge,2025-08-29 04:22:55.975639,device_36,CA,0
user_23,328.73,groceries,2025-08-28 19:41:55.975646,device_41,TX,0
user_93,32.82,travel,2025-08-29 07:17:55.975655,device_14,NY,0
user_4,411.08,gambling,2025-08-29 00:10:55.975662,device_15,NY,0
user_34,387.46,gambling,2025-08-28 19:38:55.975671,device_40,SG,0
user_36,161.78,groceries,2025-08-29 13:22:55.975679,device_44,TX,0
user_199,447.0,mobile_recharge,2025-08-28 22:22:55.975687,device_30,IN,0
user_107,170.06,groceries,2025-08-28 17:24:55.975695,device_46,UK,0
user_176,444.52,gambling,2025-08-29 07:12:55.975703,device_6,TX,0
user_62,240.78,gambling,2025-08-29 02:59:55.975711,device_34,IN,0
user_120,432.84,mobile_recharge,2025-08-28 17:21:55.975719,device_8,CA,0
user_162,336.47,mobile_recharge,2025-08-29 00:50:55.975727,device_3,SG,0
user_54,261.43,electronics,2025-08-29 07:33:55.975736,device_50,UK,0
user_181,409.72,electronics,2025-08-29 00:23:55.975744,device_45,NY,0
user_76,201.14,luxury,2025-08-29 04:27:55.975755,device_26,CA,0
user_16,343.47,travel,2025-08-28 21:03:55.975763,device_26,CA,0
user_99,253.35,luxury,2025-08-29 00:41:55.975771,device_24,UK,0
user_75,63.65,luxury,2025-08-28 14:06:55.975779,device_9,TX,0
user_140,410.28,mobile_recharge,2025-08-29 01:49:55.975787,device_48,IN,0
user_46,300.05,gambling,2025-08-29 04:12:55.975796,device_49,IN,0
user_35,415.95,groceries,2025-08-29 12:37:55.975804,device_32,TX,0
user_27,452.87,luxury,2025-08-29 04:51:55.975812,device_34,IN,0
user_117,15.57,travel,2025-08-29 12:08:55.975820,device_44,NY,0
user_130,392.99,travel,2025-08-29 04:06:55.975828,device_9,SG,0
user_5,86.28,travel,2025-08-29 03:56:55.975837,device_33,TX,0
user_180,417.49,mobile_recharge,2025-08-28 21:54:55.975846,device_2,CA,0
user_18,364.73,groceries,2025-08-29 09:07:55.975853,device_45,IN,0
user_118,443.88,electronics,2025-08-28 22:35:55.975862,device_43,IN,0
user_42,464.2,groceries,2025-08-29 04:32:55.975870,device_18,IN,0
user_154,160.44,electronics,2025-08-28 18:21:55.975878,device_25,IN,0
user_63,381.66,gambling,2025-08-29 13:09:55.975885,device_37,CA,0
user_68,483.35,travel,2025-08-29 11:58:55.975893,device_33,CA,0
user_150,350.75,electronics,2025-08-29 03:59:55.975901,device_41,IN,0
user_160,117.54,electronics,2025-08-28 15:36:55.975909,device_36,NY,0
user_91,243.5,luxury,2025-08-29 02:54:55.975917,device_5,UK,0
user_4,269.93,travel,2025-08-28 17:48:55.975925,device_4,TX,0
user_156,420.99,luxury,2025-08-29 04:01:55.975933,device_40,CA,0
